,movie,year,pg_rating,imdb_id,runtime,genre,metascore,imdb_rating,votes,gross_us
666,M.S. Dhoni: The Untold Story,(2016),Not Rated,tt4169250,184 min,"
Biography, Drama, Sport            ",--,7.8,"40,639",$1.78M
667,Naked,(1993),Not Rated,tt0107653,132 min,"
Comedy, Drama            ",84        ,7.8,"34,789",$1.77M
668,Flipped,(I) (2010),PG,tt0817177,90 min,"
Comedy, Drama, Romance            ",45        ,7.7,"81,696",$1.75M
669,Cries & Whispers,(1972),R,tt0069467,91 min,"
Drama            ",--,8.1,"30,386",$1.74M
670,English Vinglish,(2012),Not Rated,tt2181931,134 min,"
Comedy, Drama, Family            ",--,7.8,"33,749",$1.67M
671,Capharnaüm,(2018),R,tt8267604,126 min,"
Drama            ",75        ,8.4,"63,939",$1.66M
672,The Celebration,(1998),R,tt0154420,105 min,"
Drama            ",82        ,8.0,"78,674",$1.65M
673,Bhaag Milkha Bhaag,(2013),Not Rated,tt2356180,186 min,"
Biography, Drama, Sport            ",--,8.2,"61,286",$1.63M
674,Citizen Kane,(1941),PG,tt0033467,119 min,"
Drama, Mystery            ",100        ,8.3,"405,257",$1.59M
675,Withnail & I,(1987),R,tt0094336,107 min,"
Comedy, Drama            ",84        ,7.7,"40,521",$1.54M
676,Dogville,(2003),R,tt0276919,178 min,"
Crime, Drama            ",60        ,8.0,"138,366",$1.53M
677,The Virgin Spring,(1960),Not Rated,tt0053976,89 min,"
Drama            ",--,8.1,"26,799",$1.53M
678,The Tale of The Princess Kaguya,(2013),PG,tt2576852,137 min,"
Animation, Adventure, Drama            ",89        ,8.0,"39,112",$1.51M
679,Departures,(2008),PG-13,tt1069238,130 min,"
Drama, Music            ",68        ,8.1,"48,724",$1.50M
680,Donnie Darko,(2001),R,tt0246578,113 min,"
Drama, Mystery, Sci-Fi            ",88        ,8.0,"742,114",$1.48M
681,Three Colors: White,(1994),R,tt0111507,92 min,"
Comedy, Drama, Romance            ",88        ,7.6,"64,852",$1.46M
682,Down by Law,(1986),R,tt0090967,107 min,"
Comedy, Crime, Drama            ",75        ,7.8,"47,991",$1.44M
683,Queen,(2013),Not Rated,tt3322420,146 min,"
Adventure, Comedy, Drama            ",--,8.2,"60,836",$1.43M
684,Kelly's Heroes,(1970),GP,tt0065938,144 min,"
Adventure, Comedy, War            ",50        ,7.6,"45,426",$1.38M
685,Andhadhun,(2018),Not Rated,tt8108198,139 min,"
Crime, Drama, Music            ",--,8.3,"72,628",$1.37M
686,The Little Prince,(2015),PG,tt1754656,108 min,"
Animation, Adventure, Drama            ",70        ,7.7,"56,956",$1.34M
687,The Past,(2013),PG-13,tt2404461,130 min,"
Drama, Mystery            ",85        ,7.8,"45,110",$1.33M
688,Three Colors: Blue,(1993),R,tt0108394,94 min,"
Drama, Music, Mystery            ",85        ,7.9,"90,435",$1.32M
689,Pink,(III) (2016),Not Rated,tt5571734,136 min,"
Drama, Thriller            ",--,8.1,"39,377",$1.24M
690,Metropolis,(1927),Not Rated,tt0017136,153 min,"
Drama, Sci-Fi            ",98        ,8.3,"160,671",$1.24M
691,Monty Python and the Holy Grail,(1975),PG,tt0071853,91 min,"
Adventure, Comedy, Fantasy            ",91        ,8.2,"502,250",$1.23M
692,Taare Zameen Par,(2007),PG,tt0986264,165 min,"
Drama, Family            ",--,8.4,"169,972",$1.22M
693,Swades,(2004),Not Rated,tt0367110,189 min,"
Drama            ",--,8.2,"83,198",$1.22M
694,Nine Queens,(2000),R,tt0247586,114 min,"
Crime, Drama, Thriller            ",80        ,7.9,"49,856",$1.22M
695,"4 Months, 3 Weeks and 2 Days",(2007),Not Rated,tt1032846,113 min,"
Drama            ",97        ,7.9,"56,784",$1.19M
696,Kai Po Che,(2013),Not Rated,tt2213054,120 min,"
Drama, Sport            ",40        ,7.7,"32,741",$1.12M
697,Chak De! India,(2007),Not Rated,tt0871510,153 min,"
Drama, Family, Sport            ",68        ,8.2,"74,382",$1.11M
698,Tae Guk Gi: The Brotherhood of War,(2004),R,tt0386064,140 min,"
Action, Drama, War            ",64        ,8.1,"37,885",$1.11M
699,My Neighbor Totoro,(1988),G,tt0096283,86 min,"
Animation, Family, Fantasy            ",86        ,8.2,"293,222",$1.11M
700,Leviathan,(2014),R,tt2802154,140 min,"
Crime, Drama            ",92        ,7.6,"49,601",$1.09M
701,The Machinist,(2004),R,tt0361862,101 min,"
Drama, Thriller            ",61        ,7.7,"359,641",$1.08M
702,Special 26,(2013),Not Rated,tt2377938,144 min,"
Crime, Drama, Thriller            ",--,8.0,"51,192",$1.08M
703,No Man's Land,(I) (2001),R,tt0283509,98 min,"
Comedy, Drama, War            ",84        ,7.9,"44,779",$1.06M
704,Joyeux Noel,(2005),PG-13,tt0424205,116 min,"
Drama, History, Music            ",70        ,7.7,"28,046",$1.05M
705,Dead Man,(1995),R,tt0112817,121 min,"
Adventure, Drama, Fantasy            ",62        ,7.6,"90,712",$1.04M
706,Kahaani,(2012),Not Rated,tt1821480,122 min,"
Mystery, Thriller            ",--,8.1,"57,947",$1.04M
707,The General,(1926),Passed,tt0017925,67 min,"
Action, Adventure, Comedy            ",--,8.1,"81,525",$1.03M
708,Casablanca,(1942),PG,tt0034583,102 min,"
Drama, Romance, War            ",100        ,8.5,"524,034",$1.02M
709,Short Term 12,(2013),R,tt2370248,96 min,"
Drama            ",82        ,8.0,"82,089",$1.01M
710,In a Better World,(2010),R,tt1340107,118 min,"
Drama, Romance            ",65        ,7.6,"38,550",$1.01M
711,Cowboy Bebop: The Movie,(2001),--,tt0275277,115 min,"
Animation, Action, Crime            ",61        ,7.9,"43,033",$1.00M
712,Rockstar,(2011),Not Rated,tt1839596,159 min,"
Drama, Music, Musical            ",--,7.7,"39,626",$0.99M
713,Sherlock Jr.,(1924),Passed,tt0015324,45 min,"
Action, Comedy, Romance            ",--,8.2,"42,333",$0.98M
714,The Long Goodbye,(1973),R,tt0070334,112 min,"
Comedy, Crime, Drama            ",87        ,7.6,"26,465",$0.96M
715,Children of Heaven,(1997),PG,tt0118849,89 min,"
Drama, Family, Sport            ",77        ,8.3,"65,782",$0.93M
716,OMG: Oh My God!,(2012),Not Rated,tt2283748,125 min,"
Comedy, Drama, Fantasy            ",--,8.1,"51,905",$0.92M
717,Haider,(2014),Not Rated,tt3390572,160 min,"
Action, Crime, Drama            ",--,8.1,"50,538",$0.90M
718,Chhichhore,(2019),Not Rated,tt9052870,143 min,"
Comedy, Drama            ",--,8.2,"34,246",$0.90M
719,Paprika,(2006),R,tt0851578,90 min,"
Animation, Drama, Fantasy            ",81        ,7.7,"71,781",$0.88M
720,Control,(2007),R,tt0421082,122 min,"
Biography, Drama, Music            ",78        ,7.7,"61,739",$0.87M
721,Song of the Sea,(2014),PG,tt1865505,93 min,"
Animation, Adventure, Drama            ",85        ,8.1,"52,056",$0.86M
722,Mustang,(2015),PG-13,tt3966404,97 min,"
Drama            ",83        ,7.6,"35,921",$0.85M
723,Perfect Blue,(1997),R,tt0156887,81 min,"
Animation, Crime, Mystery            ",--,8.0,"58,830",$0.78M
724,When Marnie Was There,(2014),PG,tt3398268,103 min,"
Animation, Drama, Family            ",72        ,7.7,"33,134",$0.77M
725,Nights of Cabiria,(1957),Not Rated,tt0050783,110 min,"
Drama            ",--,8.1,"43,082",$0.75M
726,The Edge of Heaven,(2007),Not Rated,tt0880502,122 min,"
Drama            ",85        ,7.8,"30,868",$0.74M
727,Drishyam,(2015),Not Rated,tt4430212,163 min,"
Crime, Drama, Mystery            ",--,8.2,"71,052",$0.74M
728,Black,(2005),Not Rated,tt0375611,122 min,"
Drama            ",--,8.2,"33,415",$0.73M
729,Oldboy,(2003),R,tt0364569,120 min,"
Action, Drama, Mystery            ",77        ,8.4,"517,789",$0.71M
730,Mysterious Skin,(2004),Unrated,tt0370986,105 min,"
Drama            ",73        ,7.6,"66,050",$0.70M
731,Duck You Sucker,(1971),PG,tt0067140,138 min,"
Drama, War, Western            ",77        ,7.6,"30,248",$0.70M
732,The Hunt,(2012),R,tt2106476,115 min,"
Drama            ",77        ,8.3,"283,731",$0.69M
733,The Secret of Kells,(2009),Not Rated,tt0485601,75 min,"
Animation, Adventure, Family            ",81        ,7.6,"31,995",$0.69M
734,Nobody Knows,(2004),PG-13,tt0408664,141 min,"
Drama            ",88        ,8.1,"25,026",$0.68M
735,The Night of the Hunter,(1955),Not Rated,tt0048424,92 min,"
Crime, Drama, Film-Noir            ",99        ,8.0,"82,263",$0.65M
736,Chungking Express,(1994),PG-13,tt0109424,102 min,"
Comedy, Crime, Drama            ",77        ,8.1,"63,699",$0.60M
737,Loveless,(2017),R,tt6304162,127 min,"
Drama            ",86        ,7.6,"29,934",$0.57M
738,Akira,(1988),R,tt0094625,124 min,"
Animation, Action, Sci-Fi            ",--,8.0,"165,654",$0.55M
739,Love Me If You Dare,(2003),R,tt0364517,93 min,"
Comedy, Drama, Romance            ",45        ,7.6,"67,487",$0.55M
740,Mother,(2009),R,tt1216496,129 min,"
Crime, Drama, Mystery            ",79        ,7.8,"53,346",$0.55M
741,The Conformist,(1970),R,tt0065571,113 min,"
Drama            ",100        ,8.0,"27,251",$0.54M
742,Sunrise,(1927),Passed,tt0018455,94 min,"
Drama, Romance            ",--,8.1,"47,014",$0.54M
743,The African Queen,(1951),PG,tt0043265,105 min,"
Adventure, Drama, Romance            ",91        ,7.7,"71,711",$0.54M
744,Ghost in the Shell,(1995),TV-MA,tt0113568,83 min,"
Animation, Action, Crime            ",76        ,8.0,"129,812",$0.52M
745,The Return,(2003),Not Rated,tt0376968,110 min,"
Drama            ",82        ,8.0,"42,584",$0.50M
746,Nausicaä of the Valley of the Wind,(1984),PG,tt0087544,117 min,"
Animation, Adventure, Fantasy            ",86        ,8.1,"151,788",$0.50M
747,Only Yesterday,(1991),PG,tt0102587,118 min,"
Animation, Drama, Romance            ",90        ,7.6,"27,326",$0.45M
748,The Third Man,(1949),Approved,tt0041959,93 min,"
Film-Noir, Mystery, Thriller            ",97        ,8.1,"159,282",$0.45M
749,Land of Mine,(2015),R,tt3841424,100 min,"
Drama, History, War            ",75        ,7.8,"35,777",$0.44M
750,After the Wedding,(2006),R,tt0457655,120 min,"
Drama            ",78        ,7.7,"32,091",$0.41M
751,Jyaare Ame Maliya,(2007),Not Rated,tt1093370,138 min,"
Comedy, Drama, Romance            ",--,7.9,"47,828",$0.41M
752,Open Your Eyes,(1997),R,tt0125659,119 min,"
Drama, Mystery, Sci-Fi            ",--,7.7,"64,230",$0.37M
753,Jojo Rabbit,(2019),PG-13,tt2584384,108 min,"
Comedy, Drama, War            ",58        ,7.9,"302,603",$0.35M
754,"Crna macka, beli macor",(1998),R,tt0118843,127 min,"
Comedy, Crime, Romance            ",73        ,8.1,"51,016",$0.35M
755,Talvar,(2015),Not Rated,tt4934950,132 min,"
Crime, Drama, Mystery            ",--,8.2,"31,267",$0.34M
756,Breathless,(1960),Not Rated,tt0053472,90 min,"
Crime, Drama            ",--,7.8,"73,541",$0.34M
757,God's Own Country,(2017),Not Rated,tt5635086,104 min,"
Drama, Romance            ",85        ,7.7,"25,442",$0.34M
758,Bicycle Thieves,(1948),Not Rated,tt0040522,89 min,"
Drama            ",--,8.3,"147,257",$0.33M
759,This Is England,(2006),Not Rated,tt0480025,101 min,"
Crime, Drama            ",86        ,7.7,"115,835",$0.33M
760,La Haine,(1995),Not Rated,tt0113247,98 min,"
Crime, Drama            ",--,8.1,"151,269",$0.31M
761,Dil Chahta Hai,(2001),Not Rated,tt0292490,183 min,"
Comedy, Drama, Romance            ",--,8.1,"66,952",$0.30M
762,His Girl Friday,(1940),Passed,tt0032599,92 min,"
Comedy, Drama, Romance            ",--,7.9,"53,845",$0.30M
763,Amarcord,(1973),R,tt0071129,123 min,"
Comedy, Drama, Family            ",--,7.9,"40,022",$0.29M
764,The Great Dictator,(1940),Passed,tt0032553,125 min,"
Comedy, Drama, War            ",--,8.4,"203,999",$0.29M
765,Time of the Gypsies,(1988),R,tt0097223,142 min,"
Comedy, Crime, Drama            ",--,8.2,"26,839",$0.28M
766,Dr. Strangelove Or: How I Learned To Stop Worrying And Love The Bomb,(1964),PG,tt0057012,95 min,"
Comedy            ",97        ,8.4,"452,106",$0.28M
767,Seven Samurai,(1954),Not Rated,tt0047478,207 min,"
Action, Adventure, Drama            ",98        ,8.6,"316,958",$0.27M
768,The Legend of 1900,(1998),R,tt0120731,169 min,"
Drama, Music, Romance            ",58        ,8.1,"59,208",$0.26M
769,"I, Daniel Blake",(2016),R,tt5168192,100 min,"
Drama            ",78        ,7.9,"54,157",$0.26M
770,3-Iron,(2004),R,tt0423866,88 min,"
Crime, Drama, Romance            ",72        ,8.0,"50,787",$0.24M
771,Stalker,(1979),Not Rated,tt0079944,162 min,"
Drama, Sci-Fi            ",--,8.2,"117,713",$0.23M
772,Fireworks,(1997),--,tt0119250,103 min,"
Crime, Drama, Romance            ",--,7.8,"27,838",$0.23M
773,The Shop Around the Corner,(1940),Not Rated,tt0033045,99 min,"
Comedy, Drama, Romance            ",96        ,8.1,"28,581",$0.20M
774,The Discreet Charm of the Bourgeoisie,(1972),PG,tt0068361,102 min,"
Comedy            ",93        ,7.9,"38,922",$0.20M
775,Fantastic Planet,(1973),PG,tt0070544,72 min,"
Animation, Sci-Fi            ",73        ,7.8,"25,543",$0.19M
776,This Is Spinal Tap,(1984),R,tt0088258,82 min,"
Comedy, Music            ",92        ,7.9,"129,162",$0.19M
777,Lilya 4-Ever,(2002),R,tt0300140,109 min,"
Crime, Drama            ",82        ,7.8,"42,800",$0.18M
778,The Mirror,(1975),G,tt0072443,107 min,"
Biography, Drama            ",80        ,8.1,"40,388",$0.18M
779,The Broken Circle Breakdown,(2012),Not Rated,tt2024519,111 min,"
Drama, Music, Romance            ",70        ,7.7,"39,473",$0.18M
780,La Grande Illusion,(1937),Not Rated,tt0028950,113 min,"
Drama, War            ",--,8.1,"33,930",$0.17M
781,Underground,(1995),Not Rated,tt0114787,167 min,"
Comedy, Drama, Fantasy            ",--,8.1,"55,352",$0.17M
782,Infernal Affairs,(2002),R,tt0338564,101 min,"
Action, Crime, Drama            ",75        ,8.0,"118,062",$0.17M
783,Vicky Donor,(2012),Not Rated,tt2317337,126 min,"
Comedy, Romance            ",--,7.8,"39,800",$0.17M
784,Winter Sleep,(2014),Not Rated,tt2758880,196 min,"
Drama            ",88        ,8.1,"46,852",$0.17M
785,Modern Times,(1936),G,tt0027977,87 min,"
Comedy, Drama, Family            ",96        ,8.5,"218,953",$0.16M
786,Vampire Hunter D: Bloodlust,(2000),R,tt0216651,103 min,"
Animation, Action, Fantasy            ",62        ,7.7,"29,288",$0.15M
787,Tangerines,(2013),Not Rated,tt2991224,87 min,"
Drama, War            ",73        ,8.2,"40,862",$0.14M
788,The Experiment,(2001),R,tt0250258,120 min,"
Drama, Thriller            ",60        ,7.7,"90,952",$0.14M
789,Once Upon a Time in Anatolia,(2011),Not Rated,tt1827487,157 min,"
Crime, Drama            ",82        ,7.9,"42,268",$0.14M
790,Tokyo Godfathers,(2003),PG-13,tt0388473,92 min,"
Animation, Adventure, Comedy            ",73        ,7.8,"31,874",$0.13M
791,I Saw the Devil,(2010),Not Rated,tt1588170,144 min,"
Action, Crime, Drama            ",67        ,7.8,"111,925",$0.13M
792,Darbareye Elly,(2009),TV-PG,tt1360860,119 min,"
Drama, Mystery            ",87        ,8.0,"46,193",$0.11M
793,Andrei Rublev,(1966),R,tt0060107,205 min,"
Biography, Drama, History            ",--,8.1,"47,324",$0.10M
794,Elite Squad 2: The Enemy Within,(2010),Not Rated,tt1555149,115 min,"
Action, Crime, Drama            ",71        ,8.0,"79,359",$0.10M
795,Rashômon,(1950),Not Rated,tt0042876,88 min,"
Crime, Drama, Mystery            ",98        ,8.2,"153,313",$0.10M
796,Night of the Living Dead,(1968),Not Rated,tt0063350,96 min,"
Horror, Thriller            ",89        ,7.9,"116,897",$0.09M
797,Hiroshima Mon Amour,(1959),Not Rated,tt0052893,90 min,"
Drama, Romance            ",--,7.9,"28,555",$0.09M
798,The Best Offer,(2013),R,tt1924396,131 min,"
Crime, Drama, Mystery            ",49        ,7.8,"108,904",$0.09M
799,Peeping Tom,(1960),Not Rated,tt0054167,101 min,"
Drama, Horror, Thriller            ",--,7.7,"31,469",$0.08M
800,Beasts of No Nation,(2015),Not Rated,tt1365050,137 min,"
Drama, War            ",79        ,7.7,"74,306",$0.08M
801,Detachment,(2011),Not Rated,tt1683526,98 min,"
Drama            ",52        ,7.7,"77,347",$0.07M
802,Lagaan: Once Upon a Time in India,(2001),PG,tt0169102,224 min,"
Drama, Musical, Sport            ",84        ,8.1,"105,356",$0.07M
803,The Holy Mountain,(1973),R,tt0071615,114 min,"
Adventure, Drama, Fantasy            ",76        ,7.9,"37,468",$0.06M
804,Rififi,(1955),Not Rated,tt0048021,118 min,"
Crime, Drama, Thriller            ",97        ,8.1,"29,143",$0.06M
805,The Battle of Algiers,(1966),Not Rated,tt0058946,121 min,"
Drama, War            ",96        ,8.1,"53,401",$0.06M
806,Ikiru,(1952),Not Rated,tt0044741,143 min,"
Drama            ",--,8.3,"68,931",$0.06M
807,The Grapes of Wrath,(1940),Passed,tt0032551,129 min,"
Drama, History            ",96        ,8.0,"85,812",$0.06M
808,Les yeux sans visage,(1960),Not Rated,tt0053459,90 min,"
Drama, Horror            ",90        ,7.7,"27,779",$0.05M
809,Battleship Potemkin,(1925),Not Rated,tt0015648,66 min,"
Drama, History, Thriller            ",97        ,8.0,"53,306",$0.05M
810,8½,(1963),Not Rated,tt0056801,138 min,"
Drama            ",91        ,8.0,"109,237",$0.05M
811,Sympathy for Mr. Vengeance,(2002),R,tt0310775,129 min,"
Crime, Drama, Thriller            ",56        ,7.6,"62,876",$0.05M
812,Paan Singh Tomar,(2012),Not Rated,tt1620933,135 min,"
Action, Biography, Crime            ",--,8.2,"33,320",$0.04M
813,Le Samouraï,(1967),GP,tt0062229,101 min,"
Crime, Drama, Mystery            ",--,8.1,"45,674",$0.04M
814,M,(1931),Passed,tt0022100,99 min,"
Crime, Mystery, Thriller            ",--,8.3,"144,120",$0.03M
815,Belle de Jour,(1967),R,tt0061395,100 min,"
Drama, Romance            ",--,7.7,"40,447",$0.03M
816,The Boondock Saints,(1999),R,tt0144117,108 min,"
Action, Crime, Thriller            ",44        ,7.8,"227,494",$0.03M
817,The Passion of Joan of Arc,(1928),Passed,tt0019254,114 min,"
Biography, Drama, History            ",--,8.1,"48,060",$0.02M
818,City Lights,(1931),G,tt0021749,87 min,"
Comedy, Drama, Romance            ",99        ,8.5,"168,603",$0.02M
819,Evil,(2003),Not Rated,tt0338309,113 min,"
Drama            ",61        ,7.8,"35,745",$0.02M
820,Memories of Murder,(2003),Not Rated,tt0353969,132 min,"
Crime, Drama, Mystery            ",82        ,8.1,"141,095",$0.01M
821,Dial M for Murder,(1954),PG,tt0046912,105 min,"
Crime, Thriller            ",75        ,8.2,"159,086",$0.01M
822,Dev.D,(2009),Not Rated,tt1327035,144 min,"
Drama, Romance            ",--,8.0,"28,802",$0.01M
823,All About Eve,(1950),Passed,tt0042192,138 min,"
Drama            ",98        ,8.2,"120,998",$0.01M
824,Elite Squad,(2007),R,tt0861739,115 min,"
Action, Crime, Drama            ",33        ,8.0,"98,331",$0.01M
825,Udaan,(2010),Not Rated,tt1639426,134 min,"
Drama            ",--,8.2,"42,418",$0.01M
826,The Man from Nowhere,(2010),R,tt1527788,119 min,"
Action, Crime, Drama            ",--,7.8,"63,158",$0.01M
827,Dead Man's Shoes,(2004),Not Rated,tt0419677,90 min,"
Crime, Drama, Thriller            ",52        ,7.6,"49,863",$0.01M
828,Mr. Nobody,(2009),R,tt0485947,141 min,"
Drama, Fantasy, Romance            ",63        ,7.8,"217,164",$0.00M
829,Knockin' on Heaven's Door,(1997),Not Rated,tt0119472,87 min,"
Action, Crime, Comedy            ",--,8.0,"27,810",$0.00M
830,Adam's Apples,(2005),R,tt0418455,94 min,"
Comedy, Crime, Drama            ",51        ,7.8,"45,885",$0.00M
831,Dark Waters,(2019),PG-13,tt9071322,126 min,"
Biography, Drama, History            ",73        ,7.6,"62,364",--
832,Hamilton,(2020),PG-13,tt8503618,160 min,"
Biography, Drama, History            ",90        ,8.5,"57,588",--
833,The Gentlemen,(2019),R,tt8367814,113 min,"
Action, Comedy, Crime            ",51        ,7.8,"244,945",--
834,Tumbbad,(2018),Not Rated,tt8239946,104 min,"
Drama, Fantasy, Horror            ",--,8.3,"28,190",--
835,Dil Bechara,(2020),Not Rated,tt8110330,101 min,"
Comedy, Drama, Romance            ",--,6.6,"111,943",--
836,K.G.F: Chapter 1,(2018),Not Rated,tt7838252,156 min,"
Action, Drama            ",--,8.2,"37,258",--
837,Badhaai Ho,(2018),Not Rated,tt7725596,124 min,"
Comedy, Drama            ",--,8.0,"28,127",--
838,Raazi,(2018),Not Rated,tt7098658,138 min,"
Action, Drama, Thriller            ",--,7.8,"25,452",--
839,Raatchasan,(2018),Not Rated,tt7060344,170 min,"
Action, Crime, Thriller            ",--,8.6,"25,146",--
840,Ayla: The Daughter of War,(2017),--,tt6316138,125 min,"
Biography, Drama, History            ",--,8.4,"34,417",--
841,Roma,(2018),R,tt6155172,135 min,"
Drama            ",96        ,7.7,"141,245",--
842,Vikram Vedha,(2017),Not Rated,tt6148156,147 min,"
Action, Crime, Drama            ",--,8.4,"28,753",--
843,Sound of Metal,(2019),R,tt5363618,120 min,"
Drama, Music            ",82        ,7.8,"33,737",--
844,A Silent Voice: The Movie,(2016),Not Rated,tt5323662,130 min,"
Animation, Drama, Family            ",78        ,8.1,"49,080",--
845,Togo,(2019),PG,tt5116302,113 min,"
Adventure, Biography, Drama            ",69        ,8.0,"38,295",--
846,Just Mercy,(2019),PG-13,tt4916630,137 min,"
Biography, Crime, Drama            ",68        ,7.6,"47,804",--
847,Perfect Strangers,(2016),--,tt4901306,96 min,"
Comedy, Drama            ",--,7.8,"57,547",--
848,The Invisible Guest,(2016),TV-MA,tt4857264,106 min,"
Crime, Drama, Mystery            ",--,8.1,"143,872",--
849,Klaus,(2019),PG,tt4729430,96 min,"
Animation, Adventure, Comedy            ",65        ,8.2,"106,645",--
850,Udta Punjab,(2016),TV-MA,tt4434004,148 min,"
Action, Crime, Drama            ",--,7.8,"27,239",--
851,Airlift,(2016),Not Rated,tt4387040,130 min,"
Drama, History            ",--,8.0,"52,966",--
852,Victoria,(II) (2015),Not Rated,tt4226388,138 min,"
Crime, Drama, Romance            ",77        ,7.6,"53,184",--
853,Baby,(I) (2015),Not Rated,tt3848892,159 min,"
Action, Thriller            ",--,8.0,"52,928",--
854,Drishyam,(2013),Not Rated,tt3417422,160 min,"
Crime, Drama, Thriller            ",--,8.4,"31,760",--
855,Pride,(I) (2014),R,tt3169706,119 min,"
Biography, Comedy, Drama            ",79        ,7.8,"52,131",--
856,Soul,(2020),PG,tt2948372,100 min,"
Animation, Adventure, Comedy            ",83        ,8.1,"182,087",--
857,Wolf Children,(2012),PG,tt2140203,117 min,"
Animation, Drama, Fantasy            ",71        ,8.1,"39,046",--
858,Gangs of Wasseypur,(2012),R,tt1954470,321 min,"
Action, Comedy, Crime            ",89        ,8.2,"82,783",--
859,The Body,(2012),--,tt1937149,112 min,"
Mystery, Thriller            ",--,7.6,"57,985",--
860,Confessions,(2010),Not Rated,tt1590089,106 min,"
Drama, Thriller            ",--,7.8,"35,831",--
861,A Wednesday,(2008),Not Rated,tt1280558,104 min,"
Action, Crime, Drama            ",--,8.1,"74,010",--
862,Celda 211,(2009),--,tt1242422,113 min,"
Action, Adventure, Crime            ",--,7.6,"64,040",--
863,Ip Man,(2008),R,tt1220719,106 min,"
Action, Biography, Drama            ",59        ,8.0,"211,903",--
864,The Chaser,(2008),Not Rated,tt1190539,125 min,"
Action, Crime, Thriller            ",64        ,7.8,"58,765",--
865,Nefes: Vatan Sagolsun,(2009),--,tt1171701,128 min,"
Action, Drama, Thriller            ",--,8.0,"31,923",--
866,The Trial of the Chicago 7,(2020),R,tt1070874,129 min,"
Drama, History, Thriller            ",77        ,7.8,"99,375",--
867,The Wave,(2008),Not Rated,tt1063669,107 min,"
Drama, Thriller            ",--,7.6,"103,033",--
868,Dara iz Jasenovca,(2020),R,tt10554232,130 min,"
Drama, War            ",--,8.4,"27,907",--
869,Miracle in cell NO.7,(2019),TV-14,tt10431500,132 min,"
Drama            ",--,8.2,"34,996",--
870,Another Round,(2020),Not Rated,tt10288566,117 min,"
Comedy, Drama            ",81        ,7.8,"41,071",--
871,Hachi: A Dog's Tale,(2009),G,tt1028532,93 min,"
Biography, Drama, Family            ",--,8.1,"254,791",--
872,Soorarai Pottru,(2020),TV-MA,tt10189514,153 min,"
Drama            ",--,8.6,"55,931",--
873,Mary and Max,(2009),Not Rated,tt0978762,92 min,"
Animation, Comedy, Drama            ",--,8.1,"164,969",--
874,The Girl Who Leapt Through Time,(2006),TV-PG,tt0808506,98 min,"
Animation, Adventure, Comedy            ",--,7.7,"60,610",--
875,Death Note: Desu nôto,(2006),Not Rated,tt0758742,126 min,"
Crime, Drama, Fantasy            ",--,7.7,"28,689",--
876,The Man from Earth,(2007),Not Rated,tt0756683,87 min,"
Drama, Fantasy, Mystery            ",--,7.9,"174,635",--
877,Babam ve Oglum,(2005),--,tt0476735,112 min,"
Drama, Family            ",--,8.3,"79,373",--
878,C.R.A.Z.Y.,(2005),Not Rated,tt0401085,129 min,"
Comedy, Drama            ",81        ,7.9,"31,513",--
879,G.O.R.A.,(2004),--,tt0384116,127 min,"
Adventure, Comedy, Sci-Fi            ",--,8.0,"57,216",--
880,Munna Bhai M.B.B.S.,(2003),Not Rated,tt0374887,156 min,"
Comedy, Drama            ",--,8.1,"74,217",--
881,Head-On,(2004),R,tt0347048,121 min,"
Drama, Romance            ",78        ,7.9,"51,434",--
882,My Sassy Girl,(2001),Not Rated,tt0293715,137 min,"
Comedy, Drama, Romance            ",--,8.0,"45,498",--
883,Vizontele,(2001),--,tt0270053,110 min,"
Comedy, Drama            ",--,8.0,"33,736",--
884,Battle Royale,(2000),Not Rated,tt0266308,114 min,"
Action, Adventure, Drama            ",81        ,7.6,"169,480",--
885,Joint Security Area,(2000),Not Rated,tt0260991,110 min,"
Action, Drama, Thriller            ",58        ,7.8,"26,653",--
886,Hera Pheri,(2000),Not Rated,tt0242519,156 min,"
Action, Comedy, Crime            ",--,8.2,"57,256",--
887,Neon Genesis Evangelion: The End of Evangelion,(1997),Not Rated,tt0169858,87 min,"
Animation, Action, Drama            ",--,8.1,"39,417",--
888,Interstate 60,(2002),R,tt0165832,116 min,"
Adventure, Comedy, Drama            ",--,7.7,"30,076",--
889,Funny Games,(1997),Not Rated,tt0119167,108 min,"
Crime, Drama, Thriller            ",69        ,7.6,"65,397",--
890,The Bandit,(1996),--,tt0116231,128 min,"
Crime, Drama, Thriller            ",--,8.2,"64,393",--
891,Whisper of the Heart,(1995),G,tt0113824,111 min,"
Animation, Drama, Family            ",75        ,7.9,"52,452",--
892,Fallen Angels,(1995),Not Rated,tt0112913,99 min,"
Comedy, Crime, Drama            ",71        ,7.7,"26,753",--
893,Dilwale Dulhania Le Jayenge,(1995),Not Rated,tt0112870,181 min,"
Drama, Romance            ",--,8.1,"63,681",--
894,Andaz Apna Apna,(1994),PG,tt0109117,160 min,"
Action, Comedy, Romance            ",--,8.2,"49,401",--
895,Ninja Scroll,(1993),Not Rated,tt0107692,94 min,"
Animation, Action, Adventure            ",--,7.9,"34,634",--
896,Hard Boiled,(1992),R,tt0104684,128 min,"
Action, Crime, Thriller            ",--,7.8,"46,826",--
897,Porco Rosso,(1992),PG,tt0104652,94 min,"
Animation, Adventure, Comedy            ",83        ,7.7,"78,376",--
