movie,year,pg_rating,imdb_id,runtime,genre,metascore,imdb_rating,votes,gross_us
The Big Lebowski,1998,R,118715,117,"Comedy, Crime, Sport",71.0,8.1,735148,17.50
A Bronx Tale,1993,R,106489,121,"Crime, Drama, Romance",80.0,7.8,128665,17.27
Eastern Promises,2007,R,765443,100,"Action, Crime, Drama",82.0,7.6,228461,17.11
Kung Fu Hustle,2004,R,373074,99,"Action, Comedy, Fantasy",78.0,7.7,127630,17.11
Rushmore,1998,R,128445,93,"Comedy, Drama, Romance",86.0,7.7,169685,17.11
The Motorcycle Diaries,2004,R,318462,126,"Adventure, Biography, Drama",75.0,7.8,96893,16.76
Trainspotting,1996,R,117951,93,Drama,83.0,8.1,636488,16.50
21 Grams,2003,R,315733,124,"Crime, Drama, Thriller",70.0,7.6,225037,16.29
Cool Hand Luke,1967,GP,61512,127,"Crime, Drama",92.0,8.1,162599,16.22
The Day of the Jackal,1973,PG,69947,143,"Crime, Drama, Thriller",80.0,7.8,37620,16.06
The French Connection,1971,R,67116,104,"Action, Crime, Drama",94.0,7.7,110510,15.63
In America,2002,PG-13,298845,105,Drama,76.0,7.7,40437,15.54
About Time,2013,R,2194499,123,"Comedy, Drama, Fantasy",55.0,7.8,305297,15.32
Ponyo,2008,G,876563,101,"Animation, Adventure, Comedy",86.0,7.7,126134,15.09
American Psycho,2000,R,144084,101,"Comedy, Crime, Drama",64.0,7.6,493812,15.07
For a Few Dollars More,1965,R,59578,132,Western,74.0,8.2,233719,15.00
My Left Foot,1989,R,97937,103,"Biography, Drama",97.0,7.9,68396,14.74
Room,2015,R,3170832,118,"Drama, Thriller",86.0,8.1,373803,14.68
A Fistful of Dollars,1964,R,58461,99,"Action, Drama, Western",65.0,8.0,198921,14.50
Dark City,1998,R,118929,100,"Mystery, Sci-Fi, Thriller",66.0,7.6,188308,14.38
The Thing,1982,R,84787,109,"Horror, Mystery, Sci-Fi",57.0,8.1,372672,13.78
A Hard Day's Night,1964,G,58182,87,"Comedy, Musical",96.0,7.6,40496,13.78
Letters from Iwo Jima,2006,R,498380,141,"Action, Adventure, Drama",89.0,7.9,154270,13.76
Warrior,2011,PG-13,1291584,140,"Action, Drama, Sport",71.0,8.2,437401,13.66
Y Tu Mamá También,2001,R,245574,106,Drama,88.0,7.6,116151,13.62
Shaun of the Dead,2004,R,365748,99,"Comedy, Horror",76.0,7.9,513632,13.54
Charade,1963,Passed,56923,113,"Comedy, Mystery, Romance",83.0,7.9,69112,13.47
Secrets & Lies,1996,R,117589,136,"Comedy, Drama",91.0,8.0,37747,13.42
North by Northwest,1959,Approved,53125,136,"Adventure, Mystery, Thriller",98.0,8.3,300245,13.28
The Intouchables,2011,R,1675434,112,"Biography, Comedy, Drama",57.0,8.5,764640,13.18
The Peanut Butter Falcon,2019,PG-13,4364194,97,"Adventure, Comedy, Drama",70.0,7.6,67952,13.12
Whiplash,2014,R,2582802,106,"Drama, Music",88.0,8.5,721830,13.09
25th Hour,2002,R,307901,135,Drama,68.0,7.6,170021,13.06
Rio Bravo,1959,Passed,53221,141,"Action, Drama, Western",93.0,8.0,56480,12.54
Mad Max 2: The Road Warrior,1981,R,82694,96,"Action, Adventure, Sci-Fi",77.0,7.6,167016,12.47
Dangal,2016,Not Rated,5074352,161,"Action, Biography, Drama",,8.4,157650,12.39
Gattaca,1997,PG-13,119177,106,"Drama, Sci-Fi, Thriller",64.0,7.8,281579,12.34
True Romance,1993,R,108399,119,"Crime, Drama, Romance",59.0,7.9,207640,12.28
The Great Escape,1963,Approved,57115,172,"Adventure, Drama, History",86.0,8.2,225492,12.10
The Wild Bunch,1969,R,65214,135,"Action, Adventure, Western",97.0,7.9,77570,12.06
Cinema Paradiso,1988,R,95765,155,"Drama, Romance",80.0,8.5,231978,11.99
Anatomy of a Murder,1959,Not Rated,52561,161,"Crime, Drama, Mystery",95.0,8.0,60029,11.90
Zelig,1983,PG,86637,79,Comedy,,7.7,39970,11.80
Das Boot,1981,R,82096,149,"Adventure, Drama, Thriller",86.0,8.3,232728,11.49
The Birds,1963,PG-13,56869,119,"Drama, Horror, Mystery",90.0,7.7,172280,11.40
The Lives of Others,2006,R,405094,137,"Drama, Mystery, Thriller",89.0,8.4,360169,11.29
The Red Shoes,1948,Not Rated,40725,135,"Drama, Music, Romance",,8.1,31089,10.90
Office Space,1999,R,151804,89,Comedy,68.0,7.7,242263,10.82
Glengarry Glen Ross,1992,R,104348,100,"Crime, Drama, Mystery",82.0,7.7,96138,10.73
Fear and Loathing in Las Vegas,1998,R,120669,118,"Adventure, Comedy, Drama",41.0,7.6,260387,10.68
The Purple Rose of Cairo,1985,PG,89853,82,"Comedy, Fantasy, Romance",75.0,7.7,47214,10.63
PK,2014,Not Rated,2338151,153,"Comedy, Drama, Musical",,8.1,163763,10.62
After Hours,1985,R,88680,97,"Comedy, Crime, Drama",90.0,7.7,60101,10.60
The Quiet Man,1952,Passed,45061,129,"Comedy, Drama, Romance",,7.7,34792,10.55
Notorious,1946,Not Rated,38787,102,"Drama, Film-Noir, Romance",100.0,7.9,92566,10.46
La Vie En Rose,2007,PG-13,450188,140,"Biography, Drama, Music",66.0,7.6,82958,10.30
The Girl with the Dragon Tattoo,2009,R,1132620,152,"Crime, Drama, Mystery",76.0,7.8,209325,10.10
Spirited Away,2001,PG,245429,125,"Animation, Adventure, Family",96.0,8.6,655442,10.06
A Little Princess,1995,G,113670,97,"Drama, Family, Fantasy",83.0,7.7,32343,10.02
King Kong,1933,Passed,24216,100,"Adventure, Horror, Sci-Fi",90.0,7.9,79280,10.00
Brazil,1985,R,88846,132,"Drama, Sci-Fi",84.0,7.9,188061,9.93
On the Waterfront,1954,Approved,47296,108,"Crime, Drama, Thriller",91.0,8.1,142663,9.60
Mr. Smith Goes to Washington,1939,Passed,31679,129,"Comedy, Drama",73.0,8.1,107336,9.60
The Lost Weekend,1945,Passed,37884,101,"Drama, Film-Noir",,7.9,33642,9.46
High Noon,1952,PG,44706,85,"Drama, Thriller, Western",89.0,7.9,97474,9.45
Once,2007,R,907657,86,"Drama, Music, Romance",88.0,7.8,110897,9.44
Talk To Her,2002,R,287467,112,"Drama, Mystery, Romance",86.0,7.9,104909,9.28
What's Eating Gilbert Grape,1993,PG-13,108550,118,Drama,73.0,7.8,215925,9.17
The Boy in the Striped Pajamas,2008,PG-13,914798,94,"Drama, History, War",55.0,7.8,191532,9.03
Singin' in the Rain,1952,G,45152,103,"Comedy, Musical, Romance",99.0,8.3,219920,8.82
Blue Velvet,1986,R,90756,120,"Drama, Mystery, Thriller",76.0,7.7,182065,8.55
The Hustler,1961,Not Rated,54997,134,"Drama, Sport",90.0,8.0,75228,8.28
All About My Mother,1999,R,185125,101,Drama,87.0,7.8,89377,8.26
Bajrangi Bhaijaan,2015,Not Rated,3863552,163,"Action, Adventure, Comedy",,8.0,72511,8.18
Witness for the Prosecution,1957,Approved,51201,116,"Crime, Drama, Mystery",,8.4,109544,8.18
Before Midnight,2013,R,2209418,109,"Drama, Romance",94.0,7.9,142191,8.11
A Streetcar Named Desire,1951,PG,44081,122,Drama,97.0,8.0,99479,8.00
Dazed and Confused,1993,R,106677,102,Comedy,78.0,7.6,166243,7.99
In Bruges,2008,R,780536,107,"Comedy, Crime, Drama",67.0,7.9,391378,7.76
Strangers on a Train,1951,PG,44079,101,"Crime, Film-Noir, Thriller",88.0,7.9,123640,7.63
City of God,2002,R,317248,130,"Crime, Drama",79.0,8.6,701447,7.56
Run Lola Run,1998,R,130827,80,"Crime, Drama, Thriller",77.0,7.6,188676,7.27
Mulholland Drive,2001,R,166924,147,"Drama, Mystery, Thriller",85.0,7.9,323530,7.22
The Name of the Rose,1986,R,91605,130,"Crime, Drama, Mystery",54.0,7.7,102321,7.15
A Separation,2011,PG-13,1832382,123,Drama,95.0,8.3,220984,7.10
Deliverance,1972,R,68473,109,"Adventure, Drama, Thriller",80.0,7.7,99009,7.06
The Triplets of Belleville,2003,PG-13,286244,80,"Animation, Comedy, Drama",91.0,7.8,50688,7.00
The Irishman,2019,R,1302006,209,"Biography, Crime, Drama",94.0,7.9,327815,7.00
Chinatown,1974,R,71315,130,"Drama, Mystery, Thriller",92.0,8.1,295543,6.91
Incendies,2010,R,1255953,131,"Drama, Mystery, War",80.0,8.3,151164,6.86
Me and Earl and the Dying Girl,2015,PG-13,2582496,105,"Comedy, Drama",74.0,7.7,123614,6.74
Amour,2012,PG-13,1602620,127,"Drama, Romance",94.0,7.9,93427,6.74
Baahubali: The Beginning,2015,Not Rated,2631186,159,"Action, Drama",,8.0,103331,6.74
Loving Vincent,2017,PG-13,3262342,94,"Animation, Biography, Crime",62.0,7.8,51077,6.74
American History X,1998,R,120586,119,Drama,62.0,8.5,1037979,6.72
The Big Sleep,1946,Passed,38355,114,"Crime, Film-Noir, Mystery",,7.9,78982,6.54
3 Idiots,2009,PG-13,1187043,170,"Comedy, Drama",67.0,8.4,346126,6.53
The Secret in Their Eyes,2009,R,1305806,129,"Drama, Mystery, Romance",80.0,8.2,194013,6.39
A Clockwork Orange,1971,R,66921,136,"Crime, Drama, Sci-Fi",77.0,8.3,760528,6.21
The Straight Story,1999,G,166896,112,"Biography, Drama",86.0,8.0,82375,6.20
A Very Long Engagement,2004,R,344510,133,"Drama, Mystery, Romance",76.0,7.6,71038,6.17
Barton Fink,1991,R,101410,116,"Comedy, Drama, Thriller",69.0,7.7,113545,6.15
Short Cuts,1993,R,108122,188,"Comedy, Drama",79.0,7.7,42360,6.11
"The Good, the Bad and the Ugly",1966,R,60196,178,Western,90.0,8.8,691045,6.10
The Diving Bell and the Butterfly,2007,PG-13,401383,112,"Biography, Drama",92.0,8.0,103476,5.99
Evil Dead II,1987,R,92991,84,"Action, Comedy, Fantasy",72.0,7.8,148703,5.92
The Florida Project,2017,R,5649144,111,Drama,92.0,7.6,95960,5.90
Ed Wood,1994,R,109707,127,"Biography, Comedy, Drama",70.0,7.8,165223,5.89
Captain Fantastic,2016,R,3553976,118,"Comedy, Drama",72.0,7.9,190709,5.88
Before Sunset,2004,R,381681,80,"Drama, Romance",90.0,8.1,237492,5.82
The Station Agent,2003,R,340377,89,"Comedy, Drama",81.0,7.6,67482,5.74
Double Indemnity,1944,Passed,36775,107,"Crime, Drama, Film-Noir",95.0,8.3,144173,5.72
Batman: Mask of the Phantasm,1993,PG,106364,76,"Animation, Action, Crime",,7.8,43875,5.62
Central Station,1998,R,140888,110,Drama,80.0,8.0,36554,5.60
Gully Boy,2019,Not Rated,2395469,154,"Drama, Music, Romance",65.0,8.0,32106,5.57
Before Sunrise,1995,R,112471,101,"Drama, Romance",77.0,8.1,273775,5.54
Downfall,2004,R,363163,156,"Biography, Drama, History",82.0,8.2,332381,5.51
The Gold Rush,1925,Passed,15864,95,"Adventure, Comedy, Drama",,8.2,101595,5.45
The Kid,1921,Passed,12349,68,"Comedy, Drama, Family",,8.3,114056,5.45
Amores Perros,2000,R,245712,154,"Drama, Thriller",83.0,8.1,224396,5.38
Once Upon a Time in America,1984,R,87843,229,"Crime, Drama",,8.4,312931,5.32
Once Upon a Time in the West,1968,PG-13,64116,165,Western,80.0,8.5,303944,5.32
Farewell My Concubine,1993,R,106332,171,"Drama, Music, Romance",,8.1,25209,5.22
The Wind Rises,2013,PG-13,2013293,126,"Animation, Biography, Drama",83.0,7.8,74251,5.21
Hunt for the Wilderpeople,2016,PG-13,4698684,101,"Adventure, Comedy, Drama",81.0,7.9,112324,5.20
The World's Fastest Indian,2005,PG-13,412080,127,"Biography, Drama, Sport",68.0,7.8,52067,5.13
Dawn of the Dead,1978,Unrated,77402,127,"Action, Adventure, Horror",71.0,7.9,111713,5.10
Miller's Crossing,1990,R,100150,115,"Crime, Drama, Thriller",66.0,7.7,126136,5.08
Your Name.,2016,PG,5311514,106,"Animation, Drama, Fantasy",79.0,8.4,197768,5.02
The Treasure of the Sierra Madre,1948,Passed,40897,126,"Adventure, Drama, Western",98.0,8.2,114735,5.01
Moon,2009,R,1182345,97,"Drama, Mystery, Sci-Fi",67.0,7.9,335936,5.01
Fanny and Alexander,1982,R,83922,188,Drama,100.0,8.1,57945,4.97
The Magnificent Seven,1960,Approved,54047,128,"Action, Adventure, Western",74.0,7.7,87926,4.91
The Magdalene Sisters,2002,R,318411,114,Drama,83.0,7.7,25990,4.89
Howl's Moving Castle,2004,PG,347149,119,"Animation, Adventure, Family",80.0,8.2,336275,4.71
Au Revoir les Enfants,1987,PG,92593,104,"Drama, War",88.0,8.0,31270,4.54
"Blood In, Blood Out",1993,R,106469,180,"Crime, Drama",47.0,8.0,28899,4.50
Persepolis,2007,PG-13,808417,96,"Animation, Biography, Drama",90.0,8.0,88868,4.45
The Conversation,1974,PG,71360,113,"Drama, Mystery, Thriller",85.0,7.8,99195,4.42
Hamlet,1996,PG-13,116477,242,Drama,,7.7,36061,4.41
Black Book,2006,R,389557,145,"Drama, Thriller, War",71.0,7.7,72793,4.40
12 Angry Men,1957,Approved,50083,96,"Crime, Drama",96.0,9.0,693432,4.36
Laura,1944,Passed,37008,88,"Drama, Film-Noir, Mystery",,8.0,42864,4.36
Rebecca,1940,Approved,32976,130,"Drama, Mystery, Romance",86.0,8.1,124454,4.36
The Bride of Frankenstein,1935,Not Rated,26138,75,"Drama, Horror, Sci-Fi",95.0,7.8,43673,4.36
It Happened One Night,1934,Approved,25316,105,"Comedy, Romance",87.0,8.1,94465,4.36
The Lunchbox,2013,PG,2350496,104,"Drama, Romance",76.0,7.8,50730,4.23
Uri: The Surgical Strike,2018,Not Rated,8291224,138,"Action, Drama, War",,8.2,43686,4.19
Dancer in the Dark,2000,R,168629,140,"Crime, Drama, Musical",61.0,8.0,102608,4.18
Ran,1985,R,89881,162,"Action, Drama, War",96.0,8.2,113074,4.14
The Raid: Redemption,2011,R,1899353,101,"Action, Thriller",73.0,7.6,190980,4.11
Sleuth,1972,PG,69281,138,"Mystery, Thriller",,8.0,44842,4.08
Le Dîner de Cons,1998,PG-13,119038,80,Comedy,73.0,7.7,37513,4.07
Good Bye Lenin!,2003,R,301357,121,"Comedy, Drama, Romance",68.0,7.7,138284,4.06
What Ever Happened to Baby Jane?,1962,Passed,56687,134,"Drama, Horror, Thriller",75.0,8.1,50256,4.05
Three Colors: Red,1994,R,111495,99,"Drama, Mystery, Romance",100.0,8.1,91380,4.04
Breaking the Waves,1996,R,115751,159,Drama,76.0,7.8,62609,4.04
My Name Is Khan,2010,PG-13,1188996,165,Drama,50.0,8.0,98820,4.02
Willy Wonka & the Chocolate Factory,1971,G,67992,100,"Family, Fantasy, Musical",67.0,7.8,179345,4.00
The Adventures of Robin Hood,1938,PG,29843,102,"Action, Adventure, Romance",97.0,7.9,47291,3.98
Ace In The Hole,1951,Approved,43338,111,"Drama, Film-Noir",72.0,8.1,31703,3.97
"Lock, Stock and Two Smoking Barrels",1998,R,120735,107,"Action, Comedy, Crime",66.0,8.2,536919,3.90
Lost Highway,1997,R,116922,134,"Mystery, Thriller",52.0,7.6,131690,3.80
Portrait of a Lady on Fire,2019,R,8613070,122,"Drama, Romance",95.0,8.1,64854,3.76
Requiem for a Dream,2000,R,180093,102,Drama,68.0,8.3,769841,3.64
The Chorus,2004,PG-13,372824,97,"Drama, Music",56.0,7.9,57599,3.64
Mommy,2014,R,3612616,139,Drama,74.0,8.1,50975,3.49
A Man Called Ove,2015,PG-13,4080728,116,"Comedy, Drama, Romance",70.0,7.7,47769,3.36
Wings of Desire,1987,PG-13,93191,128,"Drama, Fantasy, Romance",79.0,8.0,65061,3.33
What We Do in the Shadows,2014,R,3416742,86,"Comedy, Horror",76.0,7.7,158335,3.33
Shoplifters,2018,R,8075192,121,"Crime, Drama",93.0,7.9,63563,3.31
All Quiet on the Western Front,1930,Passed,20629,152,"Drama, War",91.0,8.0,57437,3.27
Sing Street,2016,PG-13,3544112,106,"Comedy, Drama, Music",79.0,7.9,85475,3.24
Vertigo,1958,PG,52357,128,"Mystery, Romance, Thriller",100.0,8.3,365929,3.20
The Skin I Live In,2011,R,1189073,120,"Drama, Horror, Thriller",70.0,7.6,139536,3.19
Clerks,1994,R,109445,92,Comedy,70.0,7.7,211762,3.15
Zindagi Na Milegi Dobara,2011,Not Rated,1562872,155,"Comedy, Drama",,8.1,68148,3.11
Wild Tales,2014,R,3011894,122,"Comedy, Drama, Thriller",77.0,8.1,178119,3.11
"Synecdoche, New York",2008,R,383028,124,Drama,67.0,7.6,83581,3.08
Hedwig and the Angry Inch,2001,R,248845,95,"Comedy, Drama, Music",85.0,7.7,32022,3.03
Veer-Zaara,2004,Not Rated,420332,192,"Drama, Family, Musical",67.0,7.8,49241,2.92
Waking Life,2001,R,243017,99,"Animation, Drama, Fantasy",83.0,7.8,60828,2.89
The Great Beauty,2013,Not Rated,2358891,141,Drama,86.0,7.8,81460,2.85
Reservoir Dogs,1992,R,105236,99,"Crime, Drama, Thriller",79.0,8.3,922257,2.83
Happiness,1998,Unrated,147612,134,"Comedy, Drama",81.0,7.7,66538,2.81
Barfi!,2012,Not Rated,2082197,151,"Comedy, Drama, Romance",,8.1,75936,2.80
In the Mood for Love,2000,PG,118694,98,"Drama, Romance",85.0,8.1,125262,2.73
Miracle on 34th Street,1947,Not Rated,39628,96,"Comedy, Drama, Family",88.0,7.9,41731,2.65
The Raid 2,2014,R,2265171,150,"Action, Crime, Thriller",71.0,8.0,114597,2.63
The Innocents,1961,Not Rated,55018,100,Horror,88.0,7.8,27109,2.62
Raise the Red Lantern,1991,PG,101640,125,"Drama, History, Romance",,8.1,29766,2.60
A Night at the Opera,1935,Passed,26778,96,"Comedy, Music, Musical",,7.9,30637,2.54
The King of Comedy,1982,PG,85794,109,"Comedy, Crime, Drama",73.0,7.8,89244,2.50
The Salesman,2016,PG-13,5186714,124,Drama,85.0,7.8,51673,2.40
"Spring, Summer, Fall, Winter... and Spring",2003,R,374546,103,"Drama, Romance",85.0,8.0,77724,2.38
Princess Mononoke,1997,PG-13,119698,134,"Animation, Action, Adventure",76.0,8.4,345229,2.38
The Fall,2006,R,460791,117,"Adventure, Drama, Fantasy",64.0,7.9,107469,2.28
Touch of Evil,1958,PG-13,52311,95,"Crime, Drama, Film-Noir",99.0,8.0,98629,2.24
The White Ribbon,2009,R,1149362,144,"Drama, History, Mystery",82.0,7.8,68912,2.22
Lage Raho Munna Bhai,2006,PG-13,456144,144,"Comedy, Drama, Romance",,8.1,43241,2.22
Once Were Warriors,1994,R,110729,102,"Crime, Drama",77.0,7.9,31666,2.20
Blue Is the Warmest Colour,2013,NC-17,2278871,180,"Drama, Romance",89.0,7.7,139264,2.20
Rang De Basanti,2006,Not Rated,405508,167,"Comedy, Crime, Drama",,8.2,112293,2.20
"Paris, Texas",1984,R,87884,145,Drama,78.0,8.1,91911,2.18
Blood Simple,1984,R,86979,99,"Crime, Drama, Thriller",82.0,7.6,88096,2.15
Let the Right One In,2008,R,1139797,114,"Crime, Drama, Fantasy",82.0,7.9,205995,2.12
The Maltese Falcon,1941,Not Rated,33870,100,"Film-Noir, Mystery",96.0,8.0,149298,2.11
The Sea Inside,2004,PG-13,369702,126,"Biography, Drama",74.0,8.0,77733,2.09
A Prophet,2009,R,1235166,155,"Crime, Drama",90.0,7.9,93771,2.08
The Wizard of Oz,1939,PG,32138,102,"Adventure, Family, Fantasy",92.0,8.0,372010,2.08
Night on Earth,1991,R,102536,129,"Comedy, Drama",68.0,7.8,55582,2.02
The Handmaiden,2016,Not Rated,4016934,145,"Drama, Romance, Thriller",84.0,8.1,115060,2.01
