genre_ids,popularity,release_date,title,year,pg_rating,imdb_id,runtime,genre,imdb_rating,votes,gross_us,month
"['Comedy', 'Drama']",11.528,1993-09-05,Short Cuts,1993,R,108122,188,"Comedy, Drama",7.7,42360,6.11,9
"['Adventure', 'Fantasy', 'Romance', 'Family']",13.107,2007-08-09,Stardust,2007,PG-13,486655,127,"Adventure, Family, Fantasy",7.6,255676,38.63,8
"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",15.704,1987-03-06,Lethal Weapon,1987,R,93409,109,"Action, Crime, Thriller",7.6,237559,65.21,3
"['Drama', 'Action', 'History']",35.206,2017-09-22,Only the Brave,2017,PG-13,3829920,134,"Action, Biography, Drama",7.6,58818,18.34,9
"['Thriller', 'Drama']",15.277,2015-10-15,Bridge of Spies,2015,PG-13,3682448,142,"Drama, History, Thriller",7.6,288744,72.31,10
['Drama'],6.229,2006-02-24,After the Wedding,2006,R,457655,120,Drama,7.7,32091,0.41,2
['Drama'],10.235,2003-10-31,In America,2002,PG-13,298845,105,Drama,7.7,40437,15.54,10
"['Adventure', 'Drama', 'Comedy']",15.778,1998-05-22,Fear and Loathing in Las Vegas,1998,R,120669,118,"Adventure, Comedy, Drama",7.6,260387,10.68,5
"['Family', 'Animation', 'Comedy']",50.863,2010-07-08,Despicable Me,2010,PG,1323594,95,"Animation, Comedy, Crime",7.6,502217,251.51,7
['Drama'],19.095,2011-09-22,Moneyball,2011,PG-13,1210166,133,"Biography, Drama, Sport",7.6,371617,75.61,9
"['Comedy', 'Crime']",21.718,1988-12-02,The Naked Gun: From the Files of Police Squad!,1988,PG-13,95705,85,"Comedy, Crime",7.6,153506,78.76,12
"['Action', 'Adventure', 'Crime', 'Mystery']",31.054,2009-12-23,Sherlock Holmes,2009,PG-13,988045,128,"Action, Adventure, Mystery",7.6,584560,209.03,12
"['Science Fiction', 'Thriller', 'Drama']",22.293,2013-10-03,Gravity,2013,PG-13,1454468,91,"Drama, Sci-Fi, Thriller",7.7,771110,274.09,10
"['Action', 'Adventure', 'Thriller']",34.112,2012-10-25,Skyfall,2012,PG-13,1074638,143,"Action, Adventure, Thriller",7.7,631848,304.36,10
"['Animation', 'Comedy']",17.244,1999-06-30,"South Park: Bigger, Longer & Uncut",1999,R,158983,81,"Animation, Comedy, Fantasy",7.7,192388,52.04,6
"['Action', 'Adventure', 'War']",39.352,2006-12-09,300,2006,R,416449,117,"Action, Drama",7.6,734499,210.61,12
"['Comedy', 'Drama']",13.719,2011-09-30,50/50,2011,R,1306980,100,"Comedy, Drama, Romance",7.6,315898,35.01,9
['Western'],19.364,2007-09-06,3:10 to Yuma,2007,R,381849,122,"Action, Crime, Drama",7.7,289571,53.61,9
"['Drama', 'Thriller', 'Crime']",9.475,2004-09-29,Dead Man's Shoes,2004,Not Rated,419677,90,"Crime, Drama, Thriller",7.6,49863,0.01,9
"['Music', 'Adventure', 'Comedy', 'Family']",11.935,1979-05-31,The Muppet Movie,1979,G,79588,95,"Adventure, Comedy, Family",7.6,32927,76.66,5
"['Drama', 'Comedy', 'Romance']",17.894,2012-09-08,Silver Linings Playbook,2012,R,1045658,122,"Comedy, Drama, Romance",7.7,663746,132.09,9
"['Action', 'Crime']",27.88,2010-03-22,Kick-Ass,2010,R,1250777,117,"Action, Comedy, Crime",7.6,525454,48.07,3
