genre_ids,id,original_language,popularity,release_date,title,vote_average,vote_count
"['Science Fiction', 'Horror']",125490,en,9.354,2012-09-19,Antiviral,5.8,226
"['Adventure', 'Animation', 'Comedy', 'Family']",423453,fr,12.459,2017-02-01,Sahara,5.8,213
"['Family', 'Comedy', 'Action']",382598,fr,9.029,2016-11-11,Full Speed,5.8,423
['Comedy'],156547,it,6.188,2013-01-03,Us in the U.S.,5.8,244
"['Action', 'Science Fiction']",97020,en,20.713,2014-01-30,RoboCop,5.8,4226
"['Comedy', 'Family']",14817,en,23.237,1997-07-25,Good Burger,5.8,321
"['Horror', 'Comedy']",9406,en,15.706,1997-05-29,An American Werewolf in Paris,5.8,423
['Comedy'],40817,it,6.248,2010-01-29,Kiss Me Again,5.8,282
"['Romance', 'Comedy', 'Crime']",16558,en,11.003,2009-03-18,Duplicity,5.8,498
"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']",7364,en,13.013,2005-04-06,Sahara,5.8,991
"['Drama', 'Horror', 'Mystery']",418078,en,29.925,2017-06-09,It Comes at Night,5.8,1683
['Horror'],283445,en,19.349,2015-08-19,Sinister 2,5.8,1550
"['Comedy', 'Drama']",270010,en,13.192,2016-04-22,A Hologram for the King,5.8,829
['Comedy'],214030,en,12.292,2013-09-07,Fading Gigolo,5.8,446
"['Crime', 'Thriller']",136835,en,33.518,2014-09-10,No Good Deed,5.8,432
"['Adventure', 'Fantasy', 'Action']",18823,en,40.207,2010-04-01,Clash of the Titans,5.8,4732
"['Action', 'Thriller', 'Adventure', 'Crime']",11968,en,14.083,2005-09-30,Into the Blue,5.8,1081
['Comedy'],73937,en,8.443,2011-10-13,The Big Year,5.8,527
['Comedy'],41665,it,5.84,1993-12-22,Fantozzi in Heaven,5.8,286
['Drama'],399019,en,21.738,2017-06-23,The Beguiled,5.8,1713
['Comedy'],38310,it,6.276,1985-10-25,Firefighters,5.8,216
"['Fantasy', 'Comedy', 'Family']",9021,en,12.152,2002-10-31,The Santa Clause 2,5.8,896
"['Comedy', 'Romance']",133698,fr,6.618,2012-10-29,Fly Me to the Moon,5.8,469
"['Romance', 'Comedy']",72207,en,13.399,2012-04-27,The Five-Year Engagement,5.8,1000
"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",12589,en,12.366,2001-12-21,Jimmy Neutron: Boy Genius,5.8,612
"['Comedy', 'Family', 'Mystery', 'Crime', 'Adventure', 'Action']",12096,en,17.711,2006-02-10,The Pink Panther,5.8,1363
"['Action', 'Science Fiction', 'Thriller', 'Mystery']",470114,en,30.823,2017-10-26,24 Hours to Live,5.8,438
['Comedy'],464595,it,4.258,2017-12-14,Poveri ma ricchissimi,5.8,211
"['Horror', 'Thriller']",167032,en,23.64,2013-10-04,Curse of Chucky,5.8,1000
['Comedy'],144789,es,6.58,2013-03-08,I'm So Excited!,5.8,503
"['Action', 'Adventure', 'Thriller']",10538,en,9.992,1992-11-06,Passenger 57,5.8,635
['Horror'],464737,it,5.269,2017-08-14,The End?,5.8,238
"['Horror', 'Drama', 'Thriller']",150202,en,19.714,2013-02-01,The Haunting in Connecticut 2: Ghosts of Georgia,5.8,368
['Comedy'],34494,it,10.444,2008-01-25,Sorry if I Love You,5.8,551
"['Horror', 'Thriller']",429460,es,11.319,2017-11-29,Muse,5.8,255
"['Action', 'Crime', 'Thriller']",359412,en,18.898,2016-07-01,Marauders,5.8,422
['Comedy'],250349,fr,5.867,2014-04-30,Barbecue,5.8,493
['Comedy'],18457,fr,7.642,2002-04-10,Dead Weight,5.8,264
"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",4327,en,19.913,2000-11-02,Charlie's Angels,5.8,3090
"['Thriller', 'Crime', 'Drama', 'Mystery']",395458,en,21.703,2017-10-26,Suburbicon,5.8,1258
"['Action', 'Crime', 'Thriller']",2749,en,12.455,2001-03-01,15 Minutes,5.8,460
['Horror'],502416,en,25.769,2019-05-29,Ma,5.8,1325
['Comedy'],52077,fr,9.098,2010-12-15,Nothing to Declare,5.8,843
"['Adventure', 'Family', 'Science Fiction', 'Action']",9570,en,10.268,1979-12-18,The Black Hole,5.8,282
"['Science Fiction', 'Horror', 'Action']",9348,en,28.463,1995-07-07,Species,5.8,1032
['Comedy'],382518,fr,6.413,2016-07-13,Last Call for Nowhere,5.8,214
"['Comedy', 'Drama']",346681,en,9.929,2017-03-24,Wilson,5.8,252
['Comedy'],273169,fr,5.636,2014-06-04,French Women,5.8,305
"['Action', 'Comedy', 'Crime']",11517,en,11.524,1995-11-21,Money Train,5.8,519
['Comedy'],440762,en,21.731,2019-10-15,Jay and Silent Bob Reboot,5.8,251
"['Adventure', 'Drama', 'Action']",147441,en,47.219,2014-12-03,Exodus: Gods and Kings,5.8,3583
"['Adventure', 'Drama']",13888,en,13.88,1991-08-02,Return to the Blue Lagoon,5.8,539
"['Adventure', 'Action', 'Drama', 'Thriller']",503,en,17.849,2006-05-10,Poseidon,5.8,1465
"['Horror', 'Mystery', 'Thriller']",9645,en,34.001,2002-10-25,Ghost Ship,5.8,1545
"['Action', 'Comedy']",382597,fr,7.273,2016-12-19,R.A.I.D. Special Unit,5.8,712
['Thriller'],13018,en,17.141,2008-04-24,Deception,5.8,445
['Horror'],10768,en,9.225,1981-03-20,Omen III: The Final Conflict,5.8,333
['Thriller'],9754,en,20.228,2006-02-08,Firewall,5.8,662
"['Romance', 'Family']",550385,en,13.004,2018-11-01,Christmas with a View,5.8,225
['Comedy'],325848,fr,4.852,2015-04-29,The Parisian Bitch,5.8,394
"['Action', 'Adventure', 'Comedy', 'Thriller']",9448,en,10.106,1998-04-24,The Big Hit,5.8,265
['Comedy'],209249,en,9.712,2013-09-12,The Love Punch,5.8,304
"['Drama', 'Thriller']",64639,en,12.195,2011-09-16,Straw Dogs,5.8,341
['Comedy'],464504,en,10.115,2019-03-01,A Madea Family Funeral,5.8,412
"['Drama', 'Thriller']",418437,en,19.238,2017-03-06,Unforgettable,5.8,487
"['Adventure', 'Animation', 'Comedy', 'Family']",368940,de,12.206,2016-02-04,Robinson Crusoe: The Wild Life,5.8,230
"['Comedy', 'Drama', 'Mystery']",291264,en,9.516,2016-04-16,The Family Fang,5.8,236
"['Comedy', 'Romance']",271718,en,29.82,2015-07-17,Trainwreck,5.8,2084
['Horror'],1691,en,36.983,2007-06-08,Hostel: Part II,5.8,1353
['Comedy'],85435,en,6.724,2011-10-14,A Few Best Men,5.8,350
"['Adventure', 'Drama', 'Horror']",14138,en,9.74,2007-06-01,Black Water,5.8,204
"['Crime', 'Comedy']",53172,en,10.412,2010-01-14,Henry's Crime,5.8,225
['Comedy'],325133,en,26.645,2016-05-04,Neighbors 2: Sorority Rising,5.8,3542
"['Comedy', 'Horror']",241843,en,13.544,2014-10-10,Cooties,5.8,479
"['Action', 'Comedy', 'Family']",23172,en,16.209,2010-01-15,The Spy Next Door,5.8,904
['Thriller'],9491,en,10.195,1990-03-16,Blue Steel,5.8,202
"['Adventure', 'Science Fiction', 'Action', 'Horror']",395,en,24.886,2004-08-12,AVP: Alien vs. Predator,5.8,2963
"['Western', 'Action', 'Drama', 'Science Fiction']",215379,en,8.491,2014-06-28,Young Ones,5.8,214
"['Comedy', 'Crime']",109431,en,14.12,2013-02-07,Identity Thief,5.8,2659
"['Comedy', 'Mystery', 'Action', 'Adventure']",383785,zh,27.054,2017-01-27,Kung Fu Yoga,5.8,238
"['Comedy', 'Drama', 'Music']",275601,en,16.011,2015-07-10,Ricki and the Flash,5.8,564
"['Adventure', 'Animation', 'Comedy', 'Family']",13690,en,12.783,2008-09-24,Open Season 2,5.8,872
['Horror'],10014,en,26.94,1985-10-31,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.8,1143
"['Mystery', 'Action', 'Thriller', 'Science Fiction', 'Adventure']",5137,en,15.51,2004-09-17,Sky Captain and the World of Tomorrow,5.8,879
"['Comedy', 'Romance', 'Drama']",4942,en,8.564,2008-03-24,Leatherheads,5.8,321
"['Thriller', 'Drama']",157823,en,9.077,2014-04-23,Night Moves,5.8,209
"['Action', 'Science Fiction', 'Thriller']",460648,zh,53.193,2017-12-18,Bleeding Steel,5.8,301
"['Comedy', 'Family']",11806,en,16.4,1992-04-03,Beethoven,5.8,1434
"['Comedy', 'Drama', 'Fantasy']",2928,en,8.832,1996-12-25,Michael,5.8,413
"['Action', 'Science Fiction']",1705,en,11.234,1973-06-15,Battle for the Planet of the Apes,5.8,536
"['Comedy', 'Crime']",9932,en,14.44,2002-12-06,Analyze That,5.8,854
"['Western', 'History', 'War']",10733,en,11.722,2004-04-07,The Alamo,5.8,221
"['Crime', 'Comedy']",9600,en,18.456,2000-05-31,Big Momma's House,5.8,1650
"['Horror', 'History', 'Drama', 'Thriller']",7978,en,20.091,2010-02-11,The Wolfman,5.8,1382
"['Romance', 'Comedy']",9767,en,18.283,2006-06-01,The Break-Up,5.8,2007
"['Comedy', 'Drama', 'Romance']",10035,en,11.006,2000-09-01,100 Girls,5.8,311
"['Comedy', 'Romance']",2022,en,17.234,2002-06-28,Mr. Deeds,5.8,1595
"['Comedy', 'Romance']",463053,en,14.158,2018-05-25,Ibiza,5.8,1012
"['Drama', 'Action', 'Science Fiction']",5552,fr,7.089,2004-03-13,Immortal,5.8,286
"['Comedy', 'Family']",9981,en,10.027,2005-05-13,Kicking & Screaming,5.8,438
['Horror'],9728,en,20.202,1982-08-13,Friday the 13th Part III,5.8,824
['Comedy'],486078,it,4.211,2018-01-18,The Vegetable,5.8,217
"['Drama', 'Thriller', 'Crime']",95516,en,11.356,2012-03-08,Cleanskin,5.8,219
['Comedy'],60049,it,5.852,2007-10-09,Come tu mi vuoi,5.8,463
"['Animation', 'Action', 'Science Fiction']",39106,ja,71.543,1994-07-09,Dragon Ball Z: Bio-Broly,5.8,338
"['Horror', 'Mystery', 'Thriller']",439079,en,57.197,2018-09-05,The Nun,5.8,4441
"['Action', 'Crime', 'Thriller']",249070,en,50.628,2015-08-20,Hitman: Agent 47,5.8,2251
"['Horror', 'Comedy', 'Action', 'Science Fiction', 'Thriller']",9825,en,17.723,1999-07-15,Lake Placid,5.8,703
"['Comedy', 'Fantasy', 'Romance', 'Horror']",9678,en,23.234,2000-11-10,Little Nicky,5.8,1226
"['Comedy', 'Science Fiction']",86828,en,21.162,2015-06-26,Absolutely Anything,5.8,954
"['Family', 'Fantasy', 'Comedy']",25132,en,13.069,2009-08-21,Shorts,5.8,207
['Action'],479040,en,21.848,2018-01-12,Acts of Violence,5.8,269
"['Action', 'Comedy', 'Thriller']",11847,cn,6.363,2001-01-18,The Accidental Spy,5.8,266
"['Thriller', 'Crime', 'Action']",11258,en,14.842,1998-01-16,Hard Rain,5.8,461
"['Comedy', 'Crime']",9072,en,26.562,2006-08-31,Little Man,5.8,1095
['Comedy'],445583,it,4.952,2017-03-09,It's All About Karma,5.8,219
"['Horror', 'Drama', 'Thriller', 'Adventure']",403119,en,26.864,2017-05-25,47 Meters Down,5.8,2110
"['Romance', 'Comedy', 'Drama']",291328,en,11.225,2016-11-23,Rules Don't Apply,5.8,369
['Comedy'],255456,it,5.317,2014-02-13,Sotto una buona stella,5.8,241
['Comedy'],85038,it,6.561,2012-01-18,Welcome to the North,5.8,1059
"['Science Fiction', 'Family', 'Comedy', 'Adventure', 'Animation']",16866,en,26.596,2009-11-19,Planet 51,5.8,1473
"['Comedy', 'Romance', 'Drama']",12193,en,14.741,2008-11-26,Four Christmases,5.8,780
"['Fantasy', 'Family', 'Comedy', 'Animation']",77931,en,34.105,2013-07-30,The Smurfs 2,5.8,1624
"['Comedy', 'Romance']",2018,en,19.217,2001-01-26,The Wedding Planner,5.8,1183
"['Comedy', 'Romance']",363757,en,5.562,2015-10-22,Io che amo solo te,5.8,227
"['Fantasy', 'Comedy', 'Drama']",238215,en,20.355,2014-09-11,The Cobbler,5.8,1223
"['Action', 'Adventure', 'Crime']",47971,en,54.467,2017-01-13,xXx: Return of Xander Cage,5.8,3667
"['Comedy', 'Romance']",19840,en,16.074,2009-07-10,"I Love You, Beth Cooper",5.8,572
"['Comedy', 'Family']",17037,en,8.413,1998-11-13,I'll Be Home for Christmas,5.8,206
"['Drama', 'Thriller', 'Horror']",333674,en,11.929,2016-01-15,Intruders,5.8,315
"['Animation', 'Action', 'Adventure', 'Family']",230222,en,11.897,2013-10-17,Tarzan,5.8,468
"['Adventure', 'Action', 'Thriller']",52451,en,13.989,2011-08-31,The Three Musketeers,5.8,2046
"['Comedy', 'Family']",11011,en,28.43,1994-12-19,Ri¢hie Ri¢h,5.8,1550
"['Fantasy', 'Comedy']",224141,en,13.314,2014-12-24,Into the Woods,5.8,3574
"['Horror', 'Thriller']",82505,en,15.29,2012-09-21,House at the End of the Street,5.8,1360
"['Horror', 'Thriller']",56906,en,13.079,2011-01-28,Husk,5.8,219
['Comedy'],6439,en,15.949,2005-01-06,Racing Stripes,5.8,435
['Comedy'],77953,en,10.437,2012-08-09,The Campaign,5.8,1272
['Comedy'],35025,fr,7.638,2010-02-16,Le Mac,5.8,216
"['Family', 'Action', 'Adventure', 'Comedy']",16314,en,11.584,1992-08-07,3 Ninjas,5.8,298
"['Comedy', 'Crime']",9384,en,15.736,2004-03-05,Starsky & Hutch,5.8,1640
"['Comedy', 'Family', 'Fantasy', 'Animation']",6477,en,55.641,2007-12-13,Alvin and the Chipmunks,5.8,3297
['Thriller'],192149,en,9.854,2014-05-16,The Two Faces of January,5.8,502
"['Action', 'Comedy', 'Crime', 'Thriller']",190469,en,5.709,2014-01-10,Redirected,5.8,271
['Comedy'],89492,en,11.916,2012-12-20,This Is 40,5.8,1633
"['Drama', 'Thriller', 'Crime', 'Mystery']",72477,en,12.282,2011-10-14,Texas Killing Fields,5.8,324
"['Family', 'Comedy']",12139,en,15.323,1993-06-23,Dennis the Menace,5.8,991
"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Science Fiction']",9824,en,12.061,1999-08-06,Mystery Men,5.8,554
"['Action', 'Drama', 'Crime']",73499,en,14.368,2011-10-27,The Double,5.8,444
"['Adventure', 'Action', 'Animation']",2310,en,19.166,2007-11-05,Beowulf,5.8,2027
"['Action', 'Thriller']",641790,en,188.106,2019-12-06,Trauma Center,5.8,259
"['Action', 'Animation']",485942,ja,12.614,2018-03-24,Batman Ninja,5.8,644
"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",25769,en,30.57,2009-09-04,Carriers,5.8,679
"['Horror', 'Thriller']",123109,en,11.483,2013-03-09,No One Lives,5.8,396
['Comedy'],56014,it,7.465,2010-10-27,Men Vs Women,5.8,565
['Comedy'],107811,en,14.455,2013-03-01,21 & Over,5.8,1210
"['Comedy', 'Action']",339396,en,13.01,2016-11-11,True Memoirs of an International Assassin,5.8,588
"['Action', 'Adventure', 'Science Fiction']",14161,en,54.519,2009-10-10,2012,5.8,9427
"['Crime', 'Action', 'Adventure']",11398,en,10.259,2000-08-25,The Art of War,5.8,326
"['Action', 'Comedy', 'Family', 'Adventure']",10054,en,62.117,2001-03-18,Spy Kids,5.8,2479
"['Action', 'Crime', 'Thriller']",461053,en,29.158,2017-08-01,S.W.A.T.: Under Siege,5.8,200
"['Comedy', 'Family']",11317,en,12.391,1994-02-11,My Girl 2,5.8,293
"['Thriller', 'Science Fiction']",262543,en,21.322,2014-10-09,Automata,5.8,1226
['Comedy'],6877,en,14.412,2006-03-10,Failure to Launch,5.8,1169
"['Comedy', 'Crime']",12118,en,11.848,1986-03-20,Police Academy 3: Back in Training,5.8,785
"['Crime', 'Mystery', 'Thriller']",3489,en,11.316,2007-02-14,88 Minutes,5.8,761
['Thriller'],276902,en,10.875,2014-09-10,Cut Bank,5.8,216
"['Comedy', 'Horror']",114606,en,14.471,2012-08-31,Cockneys vs Zombies,5.8,279
"['Romance', 'Comedy', 'Drama']",20068,it,5.531,2005-03-18,Manual of Love,5.8,263
"['Crime', 'Action', 'Mystery', 'Thriller']",11074,en,11.486,1993-09-17,Striking Distance,5.8,512
['Comedy'],433251,en,21.412,2017-08-11,Naked,5.8,984
"['Horror', 'Thriller']",334536,en,12.264,2017-03-31,The Blackcoat's Daughter,5.8,397
['Comedy'],12569,en,8.971,2009-09-03,Extract,5.8,393
"['Horror', 'Thriller']",211067,en,13.062,2013-09-02,The Sacrament,5.8,285
"['Horror', 'Thriller']",36599,en,10.213,1980-07-18,Prom Night,5.8,231
['Comedy'],17630,fr,5.72,2008-11-12,Ugly Melanie,5.8,219
"['Crime', 'Drama', 'Mystery']",13536,en,12.424,2002-09-06,City by the Sea,5.8,231
"['Drama', 'Romance']",11632,pt,6.743,2004-09-01,Vanity Fair,5.8,248
"['Science Fiction', 'Action', 'Drama', 'Thriller']",10357,en,21.926,1997-04-25,Volcano,5.8,982
"['Horror', 'Thriller']",41436,en,22.231,2010-10-20,Paranormal Activity 2,5.8,1757
"['Thriller', 'Drama', 'Crime']",433627,en,27.332,2018-03-15,7 Days in Entebbe,5.8,293
"['Horror', 'Thriller']",157433,en,20.687,2019-04-04,Pet Sematary,5.8,2323
"['Comedy', 'Family']",54540,en,16.305,2011-02-01,Beverly Hills Chihuahua 2,5.8,272
['Horror'],13207,en,32.397,2009-02-11,Friday the 13th,5.8,1722
"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",9738,en,23.454,2005-06-29,Fantastic Four,5.8,7242
"['Drama', 'Science Fiction', 'Comedy', 'Mystery']",46837,en,8.695,2010-08-22,Kaboom,5.8,225
"['Thriller', 'Drama', 'Horror']",228973,en,15.748,2014-03-20,Backcountry,5.8,392
"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",12138,en,12.329,2001-02-23,3000 Miles to Graceland,5.8,406
"['Thriller', 'Adventure', 'Fantasy']",45650,en,8.116,2009-09-09,The Hole,5.8,531
"['Action', 'Adventure', 'Science Fiction', 'Thriller']",10596,en,14.147,2001-05-11,Replicant,5.8,280
"['Romance', 'Comedy', 'Drama']",81836,en,15.433,2012-04-20,To Rome with Love,5.8,1550
"['Animation', 'Comedy', 'Adventure', 'Family', 'Science Fiction']",68179,en,13.445,2012-12-27,Escape from Planet Earth,5.8,566
['Action'],343611,en,33.236,2016-10-19,Jack Reacher: Never Go Back,5.8,3475
"['Thriller', 'Horror']",310137,en,10.63,2015-06-26,Bound to Vengeance,5.8,211
['Comedy'],451504,fr,9.449,2017-12-20,Joint Custody,5.8,200
"['Action', 'Thriller']",2636,en,19.914,1994-10-07,The Specialist,5.8,822
"['Comedy', 'Horror', 'Thriller']",13742,fr,6.826,2006-02-01,Satan,5.7,237
['Thriller'],7183,en,26.385,2007-04-12,Perfect Stranger,5.7,568
"['Comedy', 'Romance']",11141,en,8.3,2004-04-04,Laws of Attraction,5.7,284
"['Action', 'Horror', 'Science Fiction']",71679,en,4.121,2012-09-12,Resident Evil: Retribution,5.7,2900
"['Action', 'Adventure']",1408,en,12.14,1995-12-22,Cutthroat Island,5.7,339
"['Adventure', 'Comedy', 'Action', 'Romance']",248574,en,11.301,2015-04-30,Barely Lethal,5.7,788
"['Action', 'Thriller', 'Science Fiction']",51620,en,19.956,2010-11-12,Death Race 2,5.7,766
"['Comedy', 'Crime']",11565,en,17.014,2006-01-26,Big Momma's House 2,5.7,1142
"['Action', 'Thriller', 'Adventure', 'Science Fiction']",9341,en,19.323,2003-03-28,The Core,5.7,1225
"['Crime', 'Drama']",390584,en,12.852,2016-10-21,King Cobra,5.7,367
"['Horror', 'Science Fiction', 'Thriller']",377264,en,18.247,2016-09-01,Morgan,5.7,1079
"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",41513,en,36.322,2011-07-29,The Smurfs,5.7,2818
"['Thriller', 'Drama']",423087,en,17.645,2017-10-12,6 Below: Miracle on the Mountain,5.7,271
"['Drama', 'Science Fiction']",334538,en,9.327,2016-06-03,Into the Forest,5.7,484
"['Animation', 'Comedy', 'Family']",50359,en,10.787,2011-03-30,Hop,5.7,878
"['Action', 'Fantasy']",9312,en,88.225,1995-08-18,Mortal Kombat,5.7,1387
"['Drama', 'Thriller']",390051,en,13.173,2017-02-28,Aftermath,5.7,633
"['Comedy', 'Fantasy', 'Science Fiction']",9304,en,7.861,1996-07-19,Multiplicity,5.7,366
"['Thriller', 'Crime', 'Drama']",255157,en,10.452,2014-09-10,The Forger,5.7,256
"['Animation', 'Adventure', 'Fantasy', 'Family']",42949,en,11.16,2010-08-22,Arthur 3: The War of the Two Worlds,5.7,1170
['Comedy'],10678,en,11.15,2003-03-07,Bringing Down the House,5.7,461
"['Comedy', 'Romance']",14536,en,13.448,2009-01-30,New in Town,5.7,303
"['Action', 'Crime', 'Thriller']",346808,en,23.533,2015-10-15,Momentum,5.7,386
"['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller', 'Action']",13836,en,15.469,2009-03-12,Race to Witch Mountain,5.7,1223
['Comedy'],4248,en,43.433,2001-07-04,Scary Movie 2,5.7,3220
"['Mystery', 'Drama', 'Horror']",335791,en,14.872,2016-09-09,When the Bough Breaks,5.7,277
"['Comedy', 'Family']",10406,en,10.514,1992-05-22,Encino Man,5.7,421
['Comedy'],38262,it,8.795,1986-06-06,Department Store,5.7,225
"['Comedy', 'Mystery']",15159,en,15.683,2009-02-06,The Pink Panther 2,5.7,783
"['Adventure', 'Horror', 'Action', 'Thriller', 'Science Fiction']",14372,en,11.472,1989-03-17,Leviathan,5.7,261
"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Thriller']",4442,en,22.46,2005-08-26,The Brothers Grimm,5.7,2035
"['Thriller', 'Drama', 'Crime']",206192,en,13.496,2014-04-08,Perfect Sisters,5.7,209
"['Comedy', 'Crime']",13505,en,11.191,2004-01-30,The Perfect Score,5.7,339
"['Action', 'Thriller']",8867,en,11.24,1989-10-05,The Punisher,5.7,349
"['Action', 'Adventure', 'Fantasy', 'Thriller']",1996,en,11.479,2003-07-21,Lara Croft: Tomb Raider - The Cradle of Life,5.7,3244
['Comedy'],486103,it,5.702,2018-03-01,My Big Gay Italian Wedding,5.7,246
"['Thriller', 'Action', 'Adventure', 'Science Fiction']",44833,en,31.212,2012-04-11,Battleship,5.7,4143
"['Crime', 'Comedy']",5,en,10.639,1995-12-09,Four Rooms,5.7,1881
['Thriller'],304372,en,11.15,2015-09-11,The Perfect Guy,5.7,253
"['Fantasy', 'Action', 'Adventure', 'Family']",81005,en,27.772,2013-02-27,Jack the Giant Slayer,5.7,4025
"['Action', 'Drama']",408266,en,38.727,2017-08-25,Birth of the Dragon,5.7,221
"['Action', 'Comedy', 'Mystery']",333663,en,11.559,2016-10-07,War on Everyone,5.7,273
"['Action', 'Comedy', 'Crime']",412988,en,17.776,2018-08-22,The Happytime Murders,5.7,686
"['Drama', 'Romance']",56903,it,15.974,2004-03-12,Three Steps Over Heaven,5.7,551
"['Action', 'Crime', 'Drama']",531499,en,556.754,2020-08-07,The Tax Collector,5.7,252
"['Thriller', 'Mystery']",169219,en,23.047,2013-02-27,The Dyatlov Pass Incident,5.7,416
"['Comedy', 'Romance']",12090,en,14.571,2003-01-09,Just Married,5.7,978
"['Horror', 'Thriller']",10069,en,23.297,2006-03-24,Stay Alive,5.7,491
"['Comedy', 'Drama', 'Romance']",8849,en,12.337,2004-10-22,Alfie,5.7,598
"['Drama', 'Music']",3682,en,12.787,1998-08-28,54,5.7,315
"['Horror', 'Fantasy', 'Science Fiction']",26953,en,9.364,1989-10-12,Puppet Master,5.7,208
"['Horror', 'Science Fiction']",13812,en,15.576,2008-10-10,Quarantine,5.7,890
"['Action', 'Drama', 'Crime']",266396,en,12.424,2015-02-16,The Gunman,5.7,720
"['Adventure', 'Comedy']",9396,en,13.229,1988-05-19,Crocodile Dundee II,5.7,742
"['Comedy', 'Science Fiction']",469876,it,3.953,2017-11-09,Addio fottuti musi verdi,5.7,347
"['Fantasy', 'Action', 'Horror']",346672,en,56.819,2016-11-24,Underworld: Blood Wars,5.7,2839
"['Music', 'Comedy', 'Drama', 'Romance']",28665,en,11.88,2009-01-01,Fame,5.7,283
['Comedy'],9927,en,10.791,2005-12-23,The Ringer,5.7,228
['Comedy'],52214,it,7.154,2007-12-14,Una moglie bellissima,5.7,388
"['Thriller', 'Action']",335788,en,45.218,2017-08-21,American Renegades,5.7,234
"['Crime', 'Thriller', 'Mystery']",136911,en,9.385,2011-10-19,The Factory,5.7,203
"['Comedy', 'Romance']",129139,en,11.17,2013-07-24,The To Do List,5.7,767
"['Horror', 'Mystery', 'Science Fiction']",9669,ja,13.352,1999-01-23,Ringu 2,5.7,225
['Comedy'],9957,en,15.489,2006-04-07,The Benchwarmers,5.7,591
"['Action', 'Thriller']",460321,en,62.922,2019-01-18,Close,5.7,574
"['Action', 'Adventure']",184315,en,46.261,2014-07-23,Hercules,5.7,3183
['Comedy'],15681,it,9.319,2009-02-06,Ex,5.7,393
"['Comedy', 'Family']",9099,en,8.559,1996-03-29,Sgt. Bilko,5.7,224
"['Adventure', 'Action', 'Thriller', 'Science Fiction']",14869,en,29.731,2009-08-04,G.I. Joe: The Rise of Cobra,5.7,3494
"['Action', 'Comedy', 'Drama']",5375,en,11.816,2007-11-03,Fred Claus,5.7,609
"['Horror', 'Thriller']",347754,en,16.989,2015-08-31,Curve,5.7,226
"['Adventure', 'Fantasy', 'Action', 'Thriller']",24418,en,19.522,2009-10-23,Cirque du Freak: The Vampire's Assistant,5.7,782
"['Thriller', 'Science Fiction', 'Action', 'Adventure']",869,en,25.801,2001-07-25,Planet of the Apes,5.7,2877
"['Drama', 'Horror', 'Thriller']",49787,en,7.726,2010-05-15,The Reef,5.7,396
"['Comedy', 'Crime']",209189,en,13.206,2013-09-14,Life of Crime,5.7,267
"['Fantasy', 'Action', 'Comedy', 'Crime']",49524,en,20.669,2013-07-18,R.I.P.D.,5.7,2698
['Horror'],10053,en,13.315,2006-02-03,When a Stranger Calls,5.7,748
['Drama'],336011,en,15.775,2016-09-02,White Girl,5.7,334
"['Action', 'Thriller']",302150,en,10.258,2017-06-08,The Hunter's Prayer,5.7,258
"['Drama', 'Horror', 'Thriller']",9030,en,21.393,2008-02-01,The Eye,5.7,691
"['Action', 'Thriller', 'Science Fiction']",18501,en,13.434,2009-09-03,Gamer,5.7,1670
"['Drama', 'Horror', 'Thriller']",10320,en,26.328,2005-03-17,The Ring Two,5.7,1656
"['Adventure', 'Action', 'Drama', 'Science Fiction', 'Thriller']",9886,en,15.621,1995-05-26,Johnny Mnemonic,5.7,866
"['Horror', 'Thriller']",332704,en,8.387,2015-07-25,Backtrack,5.7,277
['Comedy'],34803,en,16.086,2010-04-15,Death at a Funeral,5.7,662
"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",8860,en,11.943,1997-01-16,Metro,5.7,355
"['Action', 'Crime', 'Thriller']",256474,en,14.456,2014-04-04,In the Blood,5.7,244
"['Comedy', 'Romance']",13476,en,9.503,2004-01-23,Win a Date with Tad Hamilton!,5.7,384
"['Drama', 'Horror', 'Thriller']",400710,en,22.038,2017-09-28,Flatliners,5.7,1805
['Comedy'],18896,fr,6.459,2009-06-10,The French Kissers,5.7,291
['Comedy'],13713,fr,6.831,2006-04-05,Jean-Philippe,5.7,225
"['Thriller', 'Mystery']",50671,en,13.719,2011-02-10,The Resident,5.7,428
"['Horror', 'Action', 'Thriller']",38321,en,19.049,2011-05-05,Priest,5.7,1602
"['Drama', 'Thriller']",17335,en,10.731,2009-04-24,Obsessed,5.7,450
"['Animation', 'Comedy', 'Family']",9907,en,15.823,2006-08-04,Barnyard,5.7,711
"['Action', 'Comedy', 'Horror', 'Thriller']",8869,en,14.862,2002-07-17,Eight Legged Freaks,5.7,779
"['Horror', 'Comedy']",3603,en,10.374,2006-09-09,Black Sheep,5.7,473
