genre_ids,id,original_language,popularity,release_date,title,vote_average,vote_count
"['Thriller', 'Drama', 'War']",15244,fr,9.148,1956-11-11,A Man Escaped,8.0,271
"['Adventure', 'Fantasy']",673,en,127.979,2004-05-31,Harry Potter and the Prisoner of Azkaban,8.0,15700
"['Drama', 'Fantasy', 'Action']",397567,ko,77.711,2017-12-14,Along with the Gods: The Two Worlds,8.0,359
"['Crime', 'Drama']",524,en,18.977,1995-11-22,Casino,8.0,3768
"['Crime', 'Thriller']",1580,en,11.692,1948-03-11,Rope,8.0,1697
"['Mystery', 'Thriller']",213,en,13.36,1959-07-08,North by Northwest,8.0,2731
"['Drama', 'Music', 'Romance']",28971,en,8.17,1952-10-23,Limelight,8.0,303
['Drama'],41050,it,7.4,1961-01-23,La Notte,8.0,363
['Drama'],10238,sv,10.427,1972-12-21,Cries and Whispers,8.0,398
"['Thriller', 'Mystery', 'Drama']",488623,ko,13.946,2017-11-29,Forgotten,8.0,417
"['Comedy', 'Science Fiction']",20803,ru,7.888,1973-09-17,Ivan Vasilyevich Changes His Profession,8.0,205
['Drama'],12761,sv,6.829,1978-10-08,Autumn Sonata,8.0,291
"['War', 'Drama', 'Thriller']",15383,fr,7.909,1969-09-10,Army of Shadows,8.0,372
"['Crime', 'Drama', 'Mystery']",25376,es,13.282,2009-08-13,The Secret in Their Eyes,8.0,1705
['Drama'],13223,en,15.507,2008-12-09,Gran Torino,8.0,7904
"['Horror', 'Mystery', 'Science Fiction']",1091,en,33.304,1982-06-25,The Thing,8.0,4412
['Drama'],81481,ko,9.275,2011-09-22,Silenced,8.0,208
"['Comedy', 'Drama']",7857,it,8.745,1973-12-13,Amarcord,8.0,677
"['Drama', 'Crime']",627,en,15.78,1996-02-23,Trainspotting,8.0,7210
"['Drama', 'Crime', 'History']",522212,en,43.456,2019-12-25,Just Mercy,8.0,1238
"['Animation', 'Drama']",242828,ja,29.638,2014-07-19,When Marnie Was There,8.0,1123
"['Animation', 'Fantasy']",32085,en,8.001,1982-01-01,Vincent,8.0,599
"['Drama', 'History']",491480,en,24.158,2019-03-01,The Boy Who Harnessed the Wind,8.0,991
['Drama'],458220,en,308.887,2021-01-29,Palmer,8.0,255
"['Comedy', 'Drama']",3083,en,13.065,1939-10-19,Mr. Smith Goes to Washington,8.0,654
"['Drama', 'History']",1578,en,14.891,1980-11-14,Raging Bull,8.0,2830
['Comedy'],20271,it,6.725,1961-12-20,Divorce Italian Style,8.0,259
"['Drama', 'War', 'History']",17295,it,10.569,1966-09-08,The Battle of Algiers,8.0,436
"['Drama', 'Action', 'History']",359724,en,163.5,2019-11-13,Ford v Ferrari,8.0,4312
"['Drama', 'History']",3777,ja,9.083,1957-01-15,Throne of Blood,8.0,480
"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family', 'Romance']",10515,ja,25.41,1986-08-02,Castle in the Sky,8.0,2677
"['Comedy', 'Drama', 'Romance']",11010,it,9.401,1994-04-07,The Postman,8.0,743
['Drama'],316029,en,37.083,2017-12-20,The Greatest Showman,8.0,7177
"['Adventure', 'Drama', 'History', 'Thriller', 'War']",5925,en,12.594,1963-06-20,The Great Escape,8.0,1700
"['Adventure', 'Drama', 'History', 'War']",947,en,18.378,1962-12-11,Lawrence of Arabia,8.0,1954
"['Action', 'Crime']",24,en,31.683,2003-10-10,Kill Bill: Vol. 1,8.0,12889
"['Comedy', 'Romance']",583083,en,71.308,2020-07-24,The Kissing Booth 2,8.0,3923
"['Crime', 'Drama', 'Thriller']",3112,en,7.986,1955-08-26,The Night of the Hunter,8.0,976
"['Adventure', 'Drama']",334533,en,22.877,2016-07-02,Captain Fantastic,8.0,4781
"['Drama', 'Action', 'History', 'War']",94047,ko,8.38,2011-12-21,My Way,8.0,225
"['Crime', 'Action']",414419,en,18.305,2011-03-27,Kill Bill: The Whole Bloody Affair,8.0,617
"['Comedy', 'Crime']",30588,en,9.639,1947-09-26,Monsieur Verdoux,8.0,246
"['Comedy', 'Thriller', 'Crime']",609242,es,178.637,2020-01-16,The Heist of the Century,8.0,464
['Drama'],60243,fa,8.947,2011-03-15,A Separation,8.0,1112
"['Animation', 'Drama', 'Family']",20722,ja,9.362,2008-06-10,La Maison en Petits Cubes,8.0,315
"['Adventure', 'Fantasy', 'Science Fiction']",775,fr,11.27,1902-04-17,A Trip to the Moon,8.0,1089
"['Drama', 'Mystery', 'Thriller', 'Romance']",223,en,11.983,1940-03-23,Rebecca,8.0,1041
['Drama'],70,en,18.532,2004-12-15,Million Dollar Baby,8.0,6751
"['Comedy', 'Drama']",579245,fr,16.75,2019-10-23,The Specials,7.9,553
"['Drama', 'Romance']",25538,zh,8.185,2000-09-20,Yi Yi,7.9,252
['Drama'],10997,zh,9.503,1993-10-26,Farewell My Concubine,8.0,289
"['Drama', 'History']",152532,en,19.151,2013-11-17,Dallas Buyers Club,7.9,6490
"['Drama', 'History']",76203,en,18.186,2013-10-18,12 Years a Slave,7.9,8658
"['Drama', 'Comedy']",20453,hi,16.296,2009-12-23,3 Idiots,7.9,1537
['Drama'],405,it,10.524,1954-09-23,La Strada,7.9,634
"['Mystery', 'Western', 'Thriller']",446159,pt,13.063,2019-08-29,Bacurau,7.9,670
"['Animation', 'Adventure', 'Family', 'Comedy']",862,en,101.768,1995-10-30,Toy Story,7.9,13611
"['Drama', 'Romance']",331482,en,56.837,2019-12-25,Little Women,7.9,3509
"['War', 'Drama', 'Action', 'Thriller']",530915,en,85.852,2019-12-25,1917,7.9,7675
"['Animation', 'Science Fiction', 'Action']",149,ja,41.459,1988-07-16,Akira,7.9,2540
['Drama'],833,it,7.232,1952-01-20,Umberto D.,7.9,383
"['Action', 'Animation']",556901,en,34.408,2019-07-21,Teen Titans Go! vs. Teen Titans,7.9,315
['Drama'],25364,en,10.353,1951-06-29,Ace in the Hole,7.9,377
['Comedy'],3034,en,14.251,1974-12-15,Young Frankenstein,7.9,2248
"['Drama', 'Romance']",76,en,16.436,1995-01-27,Before Sunrise,7.9,2651
"['Action', 'Animation', 'Mystery']",142061,en,26.056,2013-01-03,"Batman: The Dark Knight Returns, Part 2",7.9,957
"['Crime', 'Drama', 'Mystery', 'Thriller']",829,en,16.826,1974-06-20,Chinatown,7.9,2511
"['Drama', 'Horror', 'Thriller', 'Crime']",234,de,11.763,1920-02-27,The Cabinet of Dr. Caligari,7.9,906
"['Drama', 'Crime']",640,en,33.871,2002-12-25,Catch Me If You Can,7.9,10615
"['Comedy', 'Romance', 'Drama', 'Music']",369557,en,17.934,2016-03-11,Sing Street,7.9,1631
"['Animation', 'Family', 'Adventure', 'Drama', 'Comedy']",150540,en,59.148,2015-06-09,Inside Out,7.9,16133
"['Drama', 'History', 'Thriller']",2721,fr,7.517,1969-02-26,Z,7.9,240
"['Adventure', 'Action', 'Science Fiction']",1892,en,26.589,1983-05-25,Return of the Jedi,7.9,10982
"['Romance', 'Science Fiction']",662,fr,11.796,1962-02-16,La Jetée,7.9,508
"['Drama', 'Crime', 'War']",430424,fr,9.544,2017-10-25,See You Up There,7.9,923
"['Action', 'Adventure', 'Drama', 'History', 'War']",11658,ko,8.068,2004-02-05,Tae Guk Gi: The Brotherhood of War,7.9,422
"['Drama', 'Romance']",1394,ru,7.858,1983-05-01,Nostalgia,7.9,290
['Western'],301,en,10.564,1959-03-17,Rio Bravo,7.9,706
"['Animation', 'Drama']",2011,fr,11.571,2007-06-27,Persepolis,7.9,1309
"['Comedy', 'War']",8290,fr,11.81,1966-12-08,Don't Look Now: We're Being Shot At,7.9,887
"['Comedy', 'Romance']",564427,pt,5.985,2018-12-27,Minha Vida em Marte,7.9,240
"['Drama', 'Family']",21334,fa,34.612,1997-08-01,Children of Heaven,7.9,348
"['Mystery', 'Thriller', 'Drama']",745,en,32.488,1999-08-06,The Sixth Sense,7.9,8317
"['Animation', 'Comedy', 'Family', 'Adventure']",14160,en,61.239,2009-05-28,Up,7.9,15430
"['Science Fiction', 'Drama', 'Thriller']",78,en,27.981,1982-06-25,Blade Runner,7.9,10055
['Drama'],56231,it,5.443,1971-09-17,The Working Class Goes to Heaven,7.9,205
['Drama'],393729,fr,5.71,2016-08-31,Divines,7.9,499
"['Action', 'Drama', 'History', 'War']",197,en,27.873,1995-05-24,Braveheart,7.9,7297
"['Drama', 'Crime']",16,en,18.072,2000-05-17,Dancer in the Dark,7.9,1163
"['Animation', 'Family', 'Adventure']",10674,en,87.279,1998-06-18,Mulan,7.9,7034
"['Animation', 'Comedy', 'Drama', 'Family']",293299,en,7.028,2014-10-25,Feast,7.9,683
['Western'],33,en,19.871,1992-08-07,Unforgiven,7.9,2799
"['Action', 'Animation', 'Science Fiction']",9323,ja,25.931,1995-11-18,Ghost in the Shell,7.9,2095
"['Drama', 'Romance']",631,en,9.156,1927-11-04,Sunrise: A Song of Two Humans,7.9,499
"['Animation', 'Family']",83564,en,12.601,2012-02-10,La luna,7.9,533
"['Crime', 'Drama']",5924,en,12.03,1973-12-13,Papillon,7.9,1215
"['Comedy', 'War']",198,en,8.642,1942-03-05,To Be or Not to Be,7.9,394
"['Drama', 'War']",31442,ru,13.546,1962-05-09,Ivan's Childhood,7.9,387
['Drama'],1402,en,25.901,2006-12-14,The Pursuit of Happyness,7.9,7234
"['Crime', 'Drama', 'Mystery']",379170,en,26.976,2016-01-01,Sherlock: The Abominable Bride,7.9,1813
['Drama'],7984,en,13.873,1993-12-12,In the Name of the Father,7.9,1131
"['Crime', 'Drama', 'Thriller']",6977,en,25.986,2007-11-08,No Country for Old Men,7.9,8243
"['Crime', 'Thriller']",5511,fr,9.058,1967-10-25,Le Samouraï,7.9,592
"['Drama', 'Horror', 'Thriller']",827,fr,10.27,1955-01-29,Diabolique,7.9,580
"['Drama', 'Crime']",505192,ja,16.2,2018-06-02,Shoplifters,7.9,1244
"['Action', 'Science Fiction', 'Adventure']",118340,en,41.133,2014-07-30,Guardians of the Galaxy,7.9,22012
['Drama'],10774,en,15.001,1976-11-01,Network,7.9,1068
"['Animation', 'Comedy', 'Science Fiction', 'Drama']",303867,en,6.353,2015-01-22,World of Tomorrow,7.9,210
"['Drama', 'History', 'Romance']",5544,fr,10.373,1959-06-10,Hiroshima Mon Amour,7.9,459
"['Adventure', 'Fantasy']",671,en,155.144,2001-11-16,Harry Potter and the Philosopher's Stone,7.9,19650
"['Comedy', 'Romance']",194,fr,17.929,2001-04-25,Amélie,7.9,8474
"['Comedy', 'Drama']",381341,it,13.614,2016-02-11,Perfect Strangers,7.9,3463
['Drama'],113833,en,8.879,2014-05-25,The Normal Heart,7.9,699
"['Drama', 'War']",24167,it,7.625,1960-12-22,Two Women,7.9,329
"['Adventure', 'Animation', 'Fantasy']",81,ja,21.993,1984-03-11,Nausicaä of the Valley of the Wind,7.9,2250
"['Family', 'TV Movie', 'Music', 'Adventure', 'Fantasy']",506574,en,33.733,2019-08-09,Descendants 3,7.9,1019
"['Action', 'Thriller', 'Fantasy']",752,en,34.704,2006-02-23,V for Vendetta,7.9,10789
"['Comedy', 'Romance']",656563,pt,147.043,2020-04-30,Rich in Love,7.9,462
"['Comedy', 'Drama']",1675,fr,6.139,1973-05-24,Day for Night,7.9,366
"['Comedy', 'Drama', 'Crime', 'Thriller']",455714,th,37.363,2017-05-03,Bad Genius,7.9,485
"['Adventure', 'Action']",85,en,21.095,1981-06-12,Raiders of the Lost Ark,7.9,8844
"['Comedy', 'Romance', 'Drama']",804,en,10.65,1953-08-26,Roman Holiday,7.9,1338
"['Adventure', 'Science Fiction']",329,en,22.664,1993-06-11,Jurassic Park,7.9,11844
"['Drama', 'War']",398924,fr,9.223,2017-01-18,A Bag of Marbles,7.9,628
['Drama'],29455,sv,7.809,1963-02-11,Winter Light,7.9,241
"['Drama', 'Romance']",266856,en,19.528,2014-11-26,The Theory of Everything,7.9,8430
"['Animation', 'Family', 'Adventure', 'Action', 'Science Fiction', 'Comedy']",10386,en,53.238,1999-08-06,The Iron Giant,7.9,3894
"['Drama', 'Science Fiction', 'Mystery']",593,ru,17.753,1972-03-20,Solaris,7.9,973
"['Animation', 'Drama', 'Family']",37797,ja,42.692,1995-07-15,Whisper of the Heart,7.9,1144
"['Drama', 'Action', 'Crime']",934,fr,8.037,1955-04-13,Rififi,7.9,289
"['Crime', 'Drama', 'Mystery', 'Thriller']",93,en,12.16,1959-07-01,Anatomy of a Murder,7.9,543
"['Comedy', 'Drama', 'Romance', 'Fantasy']",122906,en,28.736,2013-09-04,About Time,7.9,5953
"['Crime', 'Drama']",359156,it,5.856,2015-09-08,Don't Be Bad,7.9,722
"['Action', 'Thriller', 'Science Fiction']",679,en,25.004,1986-07-18,Aliens,7.9,6667
['Comedy'],498249,fr,9.21,2018-11-21,Bad Seeds,7.9,400
"['Romance', 'Drama']",11036,en,38.483,2004-06-25,The Notebook,7.9,8484
"['Drama', 'Thriller', 'Romance']",423612,de,11.539,2018-10-03,Never Look Away,7.9,408
"['Mystery', 'Thriller', 'Drama']",210577,en,40.999,2014-10-01,Gone Girl,7.9,13876
"['Animation', 'Drama']",13398,ja,7.458,2003-12-29,Tokyo Godfathers,7.9,553
['Drama'],47796,it,5.581,1962-08-31,Mamma Roma,7.9,229
['Western'],391,it,15.883,1964-01-18,A Fistful of Dollars,7.9,2733
"['Romance', 'Science Fiction', 'Drama']",152601,en,27.774,2013-12-18,Her,7.9,10759
"['Mystery', 'Fantasy']",27040,en,6.035,1943-01-01,Meshes of the Afternoon,7.9,202
"['Crime', 'Drama', 'Thriller']",11656,sv,6.285,1960-02-08,The Virgin Spring,7.9,338
"['Comedy', 'Crime', 'Drama']",11293,en,10.584,1973-05-09,Paper Moon,7.9,409
"['Comedy', 'Drama', 'Romance', 'Music']",313369,en,24.949,2016-11-29,La La Land,7.9,12975
"['Crime', 'Drama', 'Thriller']",275,en,18.485,1996-03-08,Fargo,7.9,5429
"['Thriller', 'TV Movie', 'Drama', 'Mystery']",185789,en,9.241,1999-01-01,Mulholland Dr.,7.9,293
"['Action', 'Crime', 'Drama', 'Thriller']",949,en,27.257,1995-12-15,Heat,7.9,4586
['Drama'],336804,tr,6.569,2015-06-17,Mustang,7.9,1048
"['Comedy', 'Romance']",3078,en,13.125,1934-02-22,It Happened One Night,7.9,727
"['Action', 'Crime', 'Thriller']",393,en,26.549,2004-04-16,Kill Bill: Vol. 2,7.9,10314
"['Crime', 'Drama']",235,en,16.579,1986-08-08,Stand by Me,7.9,3953
"['Action', 'Drama', 'History', 'War']",11953,ja,8.994,1980-04-26,Kagemusha,7.9,387
"['Animation', 'Family', 'Comedy']",24480,en,12.462,2009-05-28,Partly Cloudy,7.9,738
"['Adventure', 'Comedy', 'Animation']",399174,en,19.822,2018-03-23,Isle of Dogs,7.9,3230
"['Crime', 'Drama', 'Thriller', 'Mystery']",352173,hi,10.097,2015-07-30,Drishyam,7.9,211
"['Science Fiction', 'Drama', 'Romance', 'Fantasy']",31011,en,18.13,2009-11-06,Mr. Nobody,7.9,4542
"['Animation', 'Action', 'Drama']",445030,ja,43.053,2017-07-15,No Game No Life: Zero,7.9,225
"['Drama', 'Romance', 'Crime', 'Mystery']",152742,en,10.767,2013-01-01,The Best Offer,7.9,2090
"['Drama', 'Fantasy', 'Romance']",144,de,9.728,1987-05-17,Wings of Desire,7.9,785
"['War', 'Drama', 'Animation']",435129,en,7.551,2017-11-17,The Breadwinner,7.9,478
"['Fantasy', 'Science Fiction', 'Animation', 'Action', 'Adventure']",183011,en,41.94,2013-07-30,Justice League: The Flashpoint Paradox,7.9,1141
['Drama'],11602,sv,6.445,1961-06-06,Through a Glass Darkly,7.9,285
"['Horror', 'Mystery', 'Thriller']",20126,it,9.361,1975-03-07,Deep Red,7.9,926
['Comedy'],25606,it,6.983,1975-03-27,White Collar Blues,7.9,610
"['Drama', 'Romance']",20139,en,7.629,1961-12-19,The Children's Hour,7.9,203
"['Drama', 'Romance']",597,en,77.528,1997-11-18,Titanic,7.9,18703
"['Comedy', 'Crime']",115,en,20.236,1998-03-06,The Big Lebowski,7.9,8057
"['Adventure', 'Drama', 'Western']",581,en,21.702,1990-03-30,Dances with Wolves,7.9,2838
"['War', 'Drama']",14574,en,24.638,2008-05-07,The Boy in the Striped Pyjamas,7.9,5055
['Drama'],1626,fr,9.125,1962-08-28,Vivre Sa Vie,7.9,376
"['Animation', 'Drama', 'Romance']",33320,ja,12.311,2002-08-31,Millennium Actress,7.9,406
['Drama'],337960,en,9.963,2015-08-27,Holding the Man,7.9,335
"['Drama', 'Romance']",296096,en,71.276,2016-06-01,Me Before You,7.9,8657
['Drama'],396,en,9.771,1966-06-22,Who's Afraid of Virginia Woolf?,7.9,507
"['Comedy', 'Crime', 'Drama']",546554,en,68.279,2019-11-27,Knives Out,7.8,6766
['Drama'],404378,en,10.362,2016-11-04,A Street Cat Named Bob,7.9,925
"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",508439,en,72.844,2020-02-29,Onward,7.8,3922
['Western'],980,en,8.793,1943-03-11,The Ox-Bow Incident,7.8,214
"['Thriller', 'Drama', 'Mystery']",1018,en,18.363,2001-06-06,Mulholland Drive,7.8,4153
['Drama'],471707,pl,63.332,2019-09-10,Corpus Christi,7.8,246
"['Drama', 'Romance']",453,en,21.152,2001-12-11,A Beautiful Mind,7.8,7415
"['Crime', 'Thriller']",6075,en,12.735,1993-11-10,Carlito's Way,7.8,2087
['Drama'],113,ko,11.457,2003-09-19,"Spring, Summer, Fall, Winter... and Spring",7.8,675
"['Drama', 'Thriller']",71157,fr,6.71,2011-10-06,Polisse,7.8,866
['Drama'],29845,en,8.175,1974-09-19,A Woman Under the Influence,7.8,263
"['Family', 'Animation', 'Adventure', 'Comedy', 'TV Movie']",677638,en,140.523,2020-06-30,We Bare Bears: The Movie,7.8,617
"['Drama', 'Comedy']",234200,en,13.901,2014-09-12,Pride,7.8,957
"['Drama', 'Thriller', 'Comedy']",265195,es,13.645,2014-08-21,Wild Tales,7.8,2232
"['Comedy', 'Romance']",200727,en,33.754,2014-10-16,"Love, Rosie",7.8,4867
"['Thriller', 'Drama', 'Romance']",303,en,12.075,1946-08-21,Notorious,7.8,973
['Drama'],451945,fr,7.815,2017-08-23,BPM (Beats per Minute),7.8,1041
['Comedy'],32480,it,6.854,1981-12-23,The Marquis of Grillo,7.8,332
"['Animation', 'Comedy', 'Drama']",24238,en,9.905,2009-02-09,Mary and Max,7.8,1302
"['Action', 'Comedy', 'Drama']",348892,hi,6.466,2015-07-17,Bajrangi Bhaijaan,7.8,302
['Drama'],16804,ja,9.078,2008-09-13,Departures,7.8,487
"['Crime', 'Drama']",1646,en,17.152,2007-01-05,Freedom Writers,7.8,1342
"['Drama', 'History', 'War']",826,en,14.024,1957-10-11,The Bridge on the River Kwai,7.8,1312
"['Comedy', 'Drama', 'Romance']",696,en,14.959,1979-04-25,Manhattan,7.8,1669
"['Fantasy', 'Animation', 'Family']",9479,en,50.279,1993-10-09,The Nightmare Before Christmas,7.8,6566
"['Drama', 'Romance']",851,en,8.702,1945-11-24,Brief Encounter,7.8,329
"['Drama', 'Action', 'Crime']",47931,pt,19.515,2010-10-08,Elite Squad: The Enemy Within,7.8,1217
"['Comedy', 'Music', 'Drama']",707886,en,16.941,2020-06-19,Feel the Beat,7.8,817
['Drama'],169813,en,7.299,2013-08-23,Short Term 12,7.8,918
"['Comedy', 'Drama', 'Romance']",20334,en,7.993,1940-01-12,The Shop Around the Corner,7.8,303
"['Adventure', 'Drama']",5915,en,17.022,2007-09-11,Into the Wild,7.8,7436
"['Drama', 'History']",3870,it,7.203,1976-05-21,1900,7.8,391
['Drama'],925,en,12.335,1989-06-14,Do the Right Thing,7.8,1057
"['Drama', 'History', 'War']",777,fr,10.295,1937-06-04,Grand Illusion,7.8,394
"['Action', 'Romance', 'Animation']",317442,ja,175.076,2014-12-06,The Last: Naruto the Movie,7.8,859
"['Comedy', 'Romance', 'Action']",22596,en,8.468,1923-04-01,Safety Last!,7.8,257
['Comedy'],554590,es,94.923,2019-08-30,Tod@s Caen,7.8,303
['Drama'],596,en,12.345,1940-03-15,The Grapes of Wrath,7.8,586
['Drama'],873,en,9.987,1985-12-18,The Color Purple,7.8,1092
"['Drama', 'Thriller', 'History']",314365,en,18.284,2015-11-06,Spotlight,7.8,6398
"['Drama', 'History', 'War']",613,de,13.666,2004-09-08,Downfall,7.8,2558
"['Action', 'Comedy', 'Crime']",25253,fr,7.794,1963-11-27,Crooks in Clover,7.8,327
"['Animation', 'Science Fiction', 'Action', 'Drama']",22843,ja,18.167,2009-06-26,Evangelion: 2.0 You Can (Not) Advance,7.8,350
"['Animation', 'Drama', 'Family']",393559,fr,7.03,2016-10-12,My Life as a Zucchini,7.8,902
"['Comedy', 'Fantasy', 'Romance', 'Drama']",28162,en,10.112,1946-12-15,A Matter of Life and Death,7.8,214
"['Drama', 'Action']",59440,en,48.016,2011-09-09,Warrior,7.8,3075
"['Crime', 'Drama', 'Thriller']",13855,ko,12.551,2008-02-14,The Chaser,7.8,708
"['Drama', 'Romance']",142,en,18.632,2005-09-10,Brokeback Mountain,7.8,4858
"['Romance', 'Drama']",419478,en,23.118,2018-03-22,Midnight Sun,7.8,2681
"['Animation', 'Family']",13042,en,7.917,2008-06-27,Presto,7.8,710
"['Fantasy', 'Drama', 'Mystery']",5961,sv,10.369,1982-12-17,Fanny and Alexander,7.8,469
"['Drama', 'Romance', 'Crime']",1280,ko,21.869,2004-10-15,3-Iron,7.8,733
['Drama'],81401,hu,5.231,2011-02-15,The Turin Horse,7.8,208
"['Crime', 'Drama', 'Thriller']",553,en,12.696,2003-05-19,Dogville,7.8,1669
"['Drama', 'History', 'War']",335578,da,6.169,2015-12-03,Land of Mine,7.8,1034
"['Drama', 'Horror']",805,en,14.334,1968-06-12,Rosemary's Baby,7.8,2622
"['Drama', 'Music']",502033,en,26.731,2020-11-20,Sound of Metal,7.8,460
"['Drama', 'History']",1908,en,9.634,1960-06-24,Inherit the Wind,7.8,248
"['Animation', 'Family']",12,en,64.15,2003-05-30,Finding Nemo,7.8,14667
['Drama'],492188,en,49.098,2019-11-06,Marriage Story,7.8,4597
"['Animation', 'Family', 'Fantasy', 'Adventure']",16859,ja,38.471,1989-07-29,Kiki's Delivery Service,7.8,2479
['Comedy'],10227,fr,6.831,1967-12-16,PlayTime,7.8,298
"['Adventure', 'Comedy', 'Fantasy']",762,en,15.419,1975-05-25,Monty Python and the Holy Grail,7.8,4074
"['Comedy', 'Drama', 'Romance']",703,en,10.014,1977-04-19,Annie Hall,7.8,2828
"['Comedy', 'Thriller']",596054,es,20.802,2019-08-15,Heroic Losers,7.8,347
"['Crime', 'Drama', 'Thriller']",968,en,14.339,1975-09-21,Dog Day Afternoon,7.8,1871
['Western'],336,it,12.128,1971-10-20,"Duck, You Sucker",7.8,641
"['Drama', 'Romance']",80,en,12.134,2004-02-10,Before Sunset,7.8,2196
"['Animation', 'Fantasy', 'Adventure', 'Comedy', 'Family']",400160,en,352.771,2020-08-14,The SpongeBob Movie: Sponge on the Run,7.8,2031
['Comedy'],15251,en,8.024,1983-08-17,Eddie Murphy: Delirious,7.8,216
"['Adventure', 'Fantasy', 'Family']",674,en,131.76,2005-11-16,Harry Potter and the Goblet of Fire,7.8,15068
"['Fantasy', 'Drama', 'Mystery']",141,en,25.57,2001-10-26,Donnie Darko,7.8,9113
['Comedy'],508933,en,7.796,2018-03-13,Ricky Gervais: Humanity,7.8,252
"['Action', 'Drama', 'Science Fiction']",263115,en,79.017,2017-02-28,Logan,7.8,15328
"['History', 'Adventure', 'Drama']",665,en,38.949,1959-12-26,Ben-Hur,7.8,1709
"['Fantasy', 'Drama', 'Family']",15265,fr,6.675,1956-08-24,The Red Balloon,7.8,241
"['War', 'Drama', 'Thriller', 'Action']",2440,ko,10.487,2000-09-09,Joint Security Area,7.8,334
"['Adventure', 'Action']",89,en,25.399,1989-05-24,Indiana Jones and the Last Crusade,7.8,7112
"['Animation', 'Comedy', 'Family']",585,en,107.198,2001-11-01,"Monsters, Inc.",7.8,13826
['Comedy'],203217,pt,6.558,2013-06-21,My Mom is a Character: The Film,7.8,496
"['Fantasy', 'Animation', 'Drama', 'Science Fiction']",14069,ja,23.336,2006-07-15,The Girl Who Leapt Through Time,7.8,1358
"['Drama', 'Comedy', 'Romance']",49687,it,8.193,1964-12-18,Marriage Italian Style,7.8,327
['Comedy'],27670,it,7.141,1984-12-20,Nothing Left to Do but Cry,7.8,803
"['Horror', 'Drama']",3763,ja,7.656,1964-11-21,Onibaba,7.8,200
"['Drama', 'Crime', 'Thriller']",575452,it,12.118,2019-05-23,The Traitor,7.8,846
"['Drama', 'Crime', 'History']",29458,it,5.517,2000-09-01,One Hundred Steps,7.8,474
"['Animation', 'Drama', 'Fantasy', 'Mystery', 'Science Fiction']",15916,ja,5.669,1985-12-22,Angel's Egg,7.8,220
['Comedy'],9421,fr,10.679,1998-04-15,The Dinner Game,7.8,1290
['Drama'],990,en,13.39,1961-09-25,The Hustler,7.8,609
"['Animation', 'Horror', 'Fantasy', 'Action']",539517,en,21.956,2018-10-04,Constantine: City of Demons - The Movie,7.8,296
"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']",10775,cn,12.722,2002-12-12,Infernal Affairs,7.8,993
"['Drama', 'Romance']",323272,en,29.329,2015-08-28,War Room,7.8,261
['Drama'],33602,en,8.276,2010-02-06,Temple Grandin,7.8,257
